Megillah		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
daf.line	EM #	Book	chapter.halacha	Volume	mitzvah	Volume	siman.seif	Volume	siman.seif											
21a.19		מגילה וחנוכה	2.7	עשין דרבנן ד	1	א"ח	690.1	א"ח	690	http://www.sefaria.org/Megillah.21a.19	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	sefaria.org/Shulchan_Arukh,_Orach_Chayim.690.1	sefaria.org/Tur,_Orach_Chaim.690		Megillah.21a.19	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.7	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Megillah.1	Shulchan_Arukh,_Orach_Chayim.690.1	Tur,_Orach_Chaim.690
21a.23		תפילה וברכת כהנים	12.16			א"ח	135.1	א"ח	135	http://www.sefaria.org/Megillah.21a.23	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16		sefaria.org/Shulchan_Arukh,_Orach_Chayim.135.1	sefaria.org/Tur,_Orach_Chaim.135		Megillah.21a.23	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16		Shulchan_Arukh,_Orach_Chayim.135.1	Tur,_Orach_Chaim.135
21a.25		תפילה וברכת כהנים	12.16			א"ח	423.1	א"ח	423	http://www.sefaria.org/Megillah.21a.25	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16		sefaria.org/Shulchan_Arukh,_Orach_Chayim.423.1	sefaria.org/Tur,_Orach_Chaim.423		Megillah.21a.25	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16		Shulchan_Arukh,_Orach_Chayim.423.1	Tur,_Orach_Chaim.423
21a.25		תפילה וברכת כהנים	12.6			א"ח	663.1	א"ח	663	http://www.sefaria.org/Megillah.21a.25	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.663.1	sefaria.org/Tur,_Orach_Chaim.663		Megillah.21a.25	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.6		Shulchan_Arukh,_Orach_Chayim.663.1	Tur,_Orach_Chaim.663
21a.29		תפילה וברכת כהנים	12.6			א"ח	488.3	א"ח	488	http://www.sefaria.org/Megillah.21a.29	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.488.3	sefaria.org/Tur,_Orach_Chaim.488		Megillah.21a.29	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.6		Shulchan_Arukh,_Orach_Chayim.488.3	Tur,_Orach_Chaim.488
21a.29						א"ח	494.1	א"ח	494	http://www.sefaria.org/Megillah.21a.29			sefaria.org/Shulchan_Arukh,_Orach_Chayim.494.1	sefaria.org/Tur,_Orach_Chaim.494		Megillah.21a.29			Shulchan_Arukh,_Orach_Chayim.494.1	Tur,_Orach_Chaim.494
21a.30		תפילה וברכת כהנים	12.16			א"ח	621.1	א"ח	621	http://www.sefaria.org/Megillah.21a.30	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16		sefaria.org/Shulchan_Arukh,_Orach_Chayim.621.1	sefaria.org/Tur,_Orach_Chaim.621		Megillah.21a.30	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16		Shulchan_Arukh,_Orach_Chayim.621.1	Tur,_Orach_Chaim.621
21a.30		תפילה וברכת כהנים	12.16			א"ח	282.1	א"ח	282	http://www.sefaria.org/Megillah.21a.30	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16		sefaria.org/Shulchan_Arukh,_Orach_Chayim.282.1	sefaria.org/Tur,_Orach_Chaim.282		Megillah.21a.30	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16		Shulchan_Arukh,_Orach_Chayim.282.1	Tur,_Orach_Chaim.282
21a.31		תפילה וברכת כהנים	12.16			א"ח	282.1	א"ח	282	http://www.sefaria.org/Megillah.21a.31	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16		sefaria.org/Shulchan_Arukh,_Orach_Chayim.282.1	sefaria.org/Tur,_Orach_Chaim.282		Megillah.21a.31	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16		Shulchan_Arukh,_Orach_Chayim.282.1	Tur,_Orach_Chaim.282
21a.31		תפילה וברכת כהנים	12.2			א"ח	282.4	א"ח	282	http://www.sefaria.org/Megillah.21a.31	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.2		sefaria.org/Shulchan_Arukh,_Orach_Chayim.282.4	sefaria.org/Tur,_Orach_Chaim.282		Megillah.21a.31	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.2		Shulchan_Arukh,_Orach_Chayim.282.4	Tur,_Orach_Chaim.282
21a.31						א"ח	488.3	א"ח	488	http://www.sefaria.org/Megillah.21a.31			sefaria.org/Shulchan_Arukh,_Orach_Chayim.488.3	sefaria.org/Tur,_Orach_Chaim.488		Megillah.21a.31			Shulchan_Arukh,_Orach_Chayim.488.3	Tur,_Orach_Chaim.488
21a.31						א"ח	494.1	א"ח	494	http://www.sefaria.org/Megillah.21a.31			sefaria.org/Shulchan_Arukh,_Orach_Chayim.494.1	sefaria.org/Tur,_Orach_Chaim.494		Megillah.21a.31			Shulchan_Arukh,_Orach_Chayim.494.1	Tur,_Orach_Chaim.494
21a.31						א"ח	621.1	א"ח	621	http://www.sefaria.org/Megillah.21a.31			sefaria.org/Shulchan_Arukh,_Orach_Chayim.621.1	sefaria.org/Tur,_Orach_Chaim.621		Megillah.21a.31			Shulchan_Arukh,_Orach_Chayim.621.1	Tur,_Orach_Chaim.621
21a.34		תפילה וברכת כהנים	12.11			א"ח	141.1	א"ח	141	http://www.sefaria.org/Megillah.21a.34	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.11		sefaria.org/Shulchan_Arukh,_Orach_Chayim.141.1	sefaria.org/Tur,_Orach_Chaim.141		Megillah.21a.34	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.11		Shulchan_Arukh,_Orach_Chayim.141.1	Tur,_Orach_Chaim.141
21a.40		תלמוד תורה	4.2			י"ד	246.9	י"ד	246	http://www.sefaria.org/Megillah.21a.40	sefaria.org/Mishneh_Torah,_Torah_Study.4.2		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.246.9	sefaria.org/Tur,_Yoreh_Deah.246		Megillah.21a.40	Mishneh_Torah,_Torah_Study.4.2		Shulchan_Arukh,_Yoreh_De'ah.246.9	Tur,_Yoreh_Deah.246
21a.42		תלמוד תורה	4.2						0	http://www.sefaria.org/Megillah.21a.42	sefaria.org/Mishneh_Torah,_Torah_Study.4.2					Megillah.21a.42	Mishneh_Torah,_Torah_Study.4.2			
21b.2		תפילה וברכת כהנים	12.6			א"ח	141.2	א"ח	141	http://www.sefaria.org/Megillah.21b.2	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.141.2	sefaria.org/Tur,_Orach_Chaim.141		Megillah.21b.2	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.6		Shulchan_Arukh,_Orach_Chayim.141.2	Tur,_Orach_Chaim.141
21b.4		תפילה וברכת כהנים	12.11						0	http://www.sefaria.org/Megillah.21b.4	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.11					Megillah.21b.4	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.11			
21b.5		תפילה וברכת כהנים	12.13						0	http://www.sefaria.org/Megillah.21b.5	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.13					Megillah.21b.5	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.13			
21b.6						א"ח	488.2	א"ח	488	http://www.sefaria.org/Megillah.21b.6			sefaria.org/Shulchan_Arukh,_Orach_Chayim.488.2	sefaria.org/Tur,_Orach_Chaim.488		Megillah.21b.6			Shulchan_Arukh,_Orach_Chayim.488.2	Tur,_Orach_Chaim.488
21b.6						א"ח	644.2	א"ח	644	http://www.sefaria.org/Megillah.21b.6			sefaria.org/Shulchan_Arukh,_Orach_Chayim.644.2	sefaria.org/Tur,_Orach_Chaim.644		Megillah.21b.6			Shulchan_Arukh,_Orach_Chayim.644.2	Tur,_Orach_Chaim.644
21b.6		מגילה וחנוכה	2.7			א"ח	690.2	א"ח	690	http://www.sefaria.org/Megillah.21b.6	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.7		sefaria.org/Shulchan_Arukh,_Orach_Chayim.690.2	sefaria.org/Tur,_Orach_Chaim.690		Megillah.21b.6	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.2.7		Shulchan_Arukh,_Orach_Chayim.690.2	Tur,_Orach_Chaim.690
21b.9		מגילה וחנוכה	1.3			א"ח	692.1	א"ח	692	http://www.sefaria.org/Megillah.21b.9	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.1.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.692.1	sefaria.org/Tur,_Orach_Chaim.692		Megillah.21b.9	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.1.3		Shulchan_Arukh,_Orach_Chayim.692.1	Tur,_Orach_Chaim.692
21b.11		מגילה וחנוכה	1.3			א"ח	692.1	א"ח	692	http://www.sefaria.org/Megillah.21b.11	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.1.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.692.1	sefaria.org/Tur,_Orach_Chaim.692		Megillah.21b.11	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.1.3		Shulchan_Arukh,_Orach_Chayim.692.1	Tur,_Orach_Chaim.692
21b.13		ברכות	11.2			א"ח	25.8	א"ח	25	http://www.sefaria.org/Megillah.21b.13	sefaria.org/Mishneh_Torah,_Blessings.11.2		sefaria.org/Shulchan_Arukh,_Orach_Chayim.25.8	sefaria.org/Tur,_Orach_Chaim.25		Megillah.21b.13	Mishneh_Torah,_Blessings.11.2		Shulchan_Arukh,_Orach_Chayim.25.8	Tur,_Orach_Chaim.25
21b.13		ברכות	11.3			א"ח	158.11			http://www.sefaria.org/Megillah.21b.13	sefaria.org/Mishneh_Torah,_Blessings.11.3									
21b.13		תפילין ומזוזה וספר תורה	4.7						0	http://www.sefaria.org/Megillah.21b.13	sefaria.org/Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.7					Megillah.21b.13	Mishneh_Torah,_Tefillin,_Mezuzah_and_the_Torah_Scroll.4.7			
21b.18		מגילה וחנוכה	1.3			א"ח	692.1	א"ח	692	http://www.sefaria.org/Megillah.21b.18	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.1.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.692.1	sefaria.org/Tur,_Orach_Chaim.692		Megillah.21b.18	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.1.3		Shulchan_Arukh,_Orach_Chayim.692.1	Tur,_Orach_Chaim.692
21b.25		מגילה וחנוכה	1.3			א"ח	692.1	א"ח	692	http://www.sefaria.org/Megillah.21b.25	sefaria.org/Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.1.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.692.1	sefaria.org/Tur,_Orach_Chaim.692		Megillah.21b.25	Mishneh_Torah,_Scroll_of_Esther_and_Hanukkah.1.3		Shulchan_Arukh,_Orach_Chayim.692.1	Tur,_Orach_Chaim.692
31b.33		תפילה וברכת כהנים	12.3	עשין	19	א"ח	137.1	א"ח	137	http://www.sefaria.org/Megillah.31b.33	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.3	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.137.1	sefaria.org/Tur,_Orach_Chaim.137		Megillah.31b.33	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.3	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.137.1	Tur,_Orach_Chaim.137
21b.47		תפילה וברכת כהנים	12.4			א"ח	137.2	א"ח	137	http://www.sefaria.org/Megillah.21b.47	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.137.2	sefaria.org/Tur,_Orach_Chaim.137		Megillah.21b.47	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.4		Shulchan_Arukh,_Orach_Chayim.137.2	Tur,_Orach_Chaim.137
21b.49		שקלים	2.7						0	http://www.sefaria.org/Megillah.21b.49	sefaria.org/Mishneh_Torah,_Sheqel_Dues.2.7					Megillah.21b.49	Mishneh_Torah,_Sheqel_Dues.2.7			
21b.51		בית הבחירה	3.8						0	http://www.sefaria.org/Megillah.21b.51	sefaria.org/Mishneh_Torah,_The_Chosen_Temple.3.8					Megillah.21b.51	Mishneh_Torah,_The_Chosen_Temple.3.8			
21b.54		כלי המקדש והעובדין בו	4.21						0	http://www.sefaria.org/Megillah.21b.54	sefaria.org/Mishneh_Torah,_Vessels_of_the_Sanctuary_and_Those_who_Serve_Therein.4.21					Megillah.21b.54	Mishneh_Torah,_Vessels_of_the_Sanctuary_and_Those_who_Serve_Therein.4.21			
21b.59		תפילה וברכת כהנים	12.5			א"ח	139.4	א"ח	139	http://www.sefaria.org/Megillah.21b.59	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.5		sefaria.org/Shulchan_Arukh,_Orach_Chayim.139.4	sefaria.org/Tur,_Orach_Chaim.139		Megillah.21b.59	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.5		Shulchan_Arukh,_Orach_Chayim.139.4	Tur,_Orach_Chaim.139
21b.64		תפילה וברכת כהנים	12.3			א"ח	138.1	א"ח	138	http://www.sefaria.org/Megillah.21b.64	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.138.1	sefaria.org/Tur,_Orach_Chaim.138		Megillah.21b.64	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.3		Shulchan_Arukh,_Orach_Chayim.138.1	Tur,_Orach_Chaim.138
22a.1		תפילה וברכת כהנים	12.3			א"ח	138.1	א"ח	138	http://www.sefaria.org/Megillah.22a.1	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.138.1	sefaria.org/Tur,_Orach_Chaim.138		Megillah.22a.1	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.3		Shulchan_Arukh,_Orach_Chayim.138.1	Tur,_Orach_Chaim.138
22a.6		כלי המקדש והעובדין בו	6.6						0	http://www.sefaria.org/Megillah.22a.6	sefaria.org/Mishneh_Torah,_Vessels_of_the_Sanctuary_and_Those_who_Serve_Therein.6.6					Megillah.22a.6	Mishneh_Torah,_Vessels_of_the_Sanctuary_and_Those_who_Serve_Therein.6.6			
22a.11		תפילה וברכת כהנים	12.3			א"ח	137.2	א"ח	137	http://www.sefaria.org/Megillah.22a.11	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.3		sefaria.org/Shulchan_Arukh,_Orach_Chayim.137.2	sefaria.org/Tur,_Orach_Chaim.137		Megillah.22a.11	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.3		Shulchan_Arukh,_Orach_Chayim.137.2	Tur,_Orach_Chaim.137
22a.46		תפילה וברכת כהנים	13.4			א"ח	423.2	א"ח	423	http://www.sefaria.org/Megillah.22a.46	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.423.2	sefaria.org/Tur,_Orach_Chaim.423		Megillah.22a.46	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.13.4		Shulchan_Arukh,_Orach_Chayim.423.2	Tur,_Orach_Chaim.423
22b.4		תפילה וברכת כהנים	12.16					א"ח	558	http://www.sefaria.org/Megillah.22b.4	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16			sefaria.org/Tur,_Orach_Chaim.558		Megillah.22b.4	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16			Tur,_Orach_Chaim.558
22b.4								א"ח	578	http://www.sefaria.org/Megillah.22b.4				sefaria.org/Tur,_Orach_Chaim.578		Megillah.22b.4				Tur,_Orach_Chaim.578
22b.22		תפילה וברכת כהנים	12.16						0	http://www.sefaria.org/Megillah.22b.22	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16					Megillah.22b.22	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.16			
22b.28		עבודה זרה וחוקות הגויים	6.6			א"ח	131.8	א"ח	131	http://www.sefaria.org/Megillah.22b.28	sefaria.org/Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.6.6		sefaria.org/Shulchan_Arukh,_Orach_Chayim.131.8	sefaria.org/Tur,_Orach_Chaim.131		Megillah.22b.28	Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.6.6		Shulchan_Arukh,_Orach_Chayim.131.8	Tur,_Orach_Chaim.131
22b.28		תפילה וברכת כהנים	5.14						0	http://www.sefaria.org/Megillah.22b.28	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.14					Megillah.22b.28	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.14			
22b.30		תפילה וברכת כהנים	5.14						0	http://www.sefaria.org/Megillah.22b.30	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.14					Megillah.22b.30	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.14			
22b.30		עבודה זרה וחוקות הגויים	6.7						0	http://www.sefaria.org/Megillah.22b.30	sefaria.org/Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.6.7					Megillah.22b.30	Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.6.7			
22b.40		תפילה וברכת כהנים	5.14						0	http://www.sefaria.org/Megillah.22b.40	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.14					Megillah.22b.40	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.14			
22b.40		עבודה זרה וחוקות הגויים	6.7						0	http://www.sefaria.org/Megillah.22b.40	sefaria.org/Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.6.7					Megillah.22b.40	Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.6.7			
22b.44		תפילה וברכת כהנים	5.14			א"ח	131.8	א"ח	131	http://www.sefaria.org/Megillah.22b.44	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.14		sefaria.org/Shulchan_Arukh,_Orach_Chayim.131.8	sefaria.org/Tur,_Orach_Chaim.131		Megillah.22b.44	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.14		Shulchan_Arukh,_Orach_Chayim.131.8	Tur,_Orach_Chaim.131
22b.46		תפילה וברכת כהנים	5.13						0	http://www.sefaria.org/Megillah.22b.46	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.13					Megillah.22b.46	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.5.13			
23a.15									0	http://www.sefaria.org/Megillah.23a.15						Megillah.23a.15				
23a.15									0	http://www.sefaria.org/Megillah.23a.15						Megillah.23a.15				
23a.15									0	http://www.sefaria.org/Megillah.23a.15						Megillah.23a.15				
23a.37		תפילה וברכת כהנים	12.17	עשין	19	א"ח	282.3	א"ח	282	http://www.sefaria.org/Megillah.23a.37	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.17	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.282.3	sefaria.org/Tur,_Orach_Chaim.282		Megillah.23a.37	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.17	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.282.3	Tur,_Orach_Chaim.282
23a.43		תפילה וברכת כהנים	12.17			א"ח	282.4	א"ח	282	http://www.sefaria.org/Megillah.23a.43	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.17		sefaria.org/Shulchan_Arukh,_Orach_Chayim.282.4	sefaria.org/Tur,_Orach_Chaim.282		Megillah.23a.43	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.17		Shulchan_Arukh,_Orach_Chayim.282.4	Tur,_Orach_Chaim.282
23a.46		תפילה וברכת כהנים	12.13			א"ח	282.4	א"ח	282	http://www.sefaria.org/Megillah.23a.46	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.13		sefaria.org/Shulchan_Arukh,_Orach_Chayim.282.4	sefaria.org/Tur,_Orach_Chaim.282		Megillah.23a.46	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.13		Shulchan_Arukh,_Orach_Chayim.282.4	Tur,_Orach_Chaim.282
23a.48		תפילה וברכת כהנים	12.13			א"ח	284.1	א"ח	284	http://www.sefaria.org/Megillah.23a.48	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.13		sefaria.org/Shulchan_Arukh,_Orach_Chayim.284.1	sefaria.org/Tur,_Orach_Chaim.284		Megillah.23a.48	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.13		Shulchan_Arukh,_Orach_Chayim.284.1	Tur,_Orach_Chaim.284
23b.4		תפילה וברכת כהנים	12.13			א"ח	284.1	א"ח	284	http://www.sefaria.org/Megillah.23b.4	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.13		sefaria.org/Shulchan_Arukh,_Orach_Chayim.284.1	sefaria.org/Tur,_Orach_Chaim.284		Megillah.23b.4	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.13		Shulchan_Arukh,_Orach_Chayim.284.1	Tur,_Orach_Chaim.284
23b.11		תפילה וברכת כהנים	12.13	עשין	19	א"ח	284.1	א"ח	284	http://www.sefaria.org/Megillah.23b.11	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.284.1	sefaria.org/Tur,_Orach_Chaim.284		Megillah.23b.11	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.13	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.284.1	Tur,_Orach_Chaim.284
23b.12		תפילה וברכת כהנים	8.5	עשין	19	א"ח	55.1	א"ח	55	http://www.sefaria.org/Megillah.23b.12	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.8.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.19	sefaria.org/Shulchan_Arukh,_Orach_Chayim.55.1	sefaria.org/Tur,_Orach_Chaim.55		Megillah.23b.12	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.8.5	Sefer_Mitzvot_Gadol,_Volume_Two.19	Shulchan_Arukh,_Orach_Chayim.55.1	Tur,_Orach_Chaim.55
23b.12						א"ח	69.1	א"ח	69	http://www.sefaria.org/Megillah.23b.12			sefaria.org/Shulchan_Arukh,_Orach_Chayim.69.1	sefaria.org/Tur,_Orach_Chaim.69		Megillah.23b.12			Shulchan_Arukh,_Orach_Chayim.69.1	Tur,_Orach_Chaim.69
23b.12		תפילה וברכת כהנים	8.4			א"ח	69.1	א"ח	69	http://www.sefaria.org/Megillah.23b.12	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.8.4		sefaria.org/Shulchan_Arukh,_Orach_Chayim.69.1	sefaria.org/Tur,_Orach_Chaim.69		Megillah.23b.12	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.8.4		Shulchan_Arukh,_Orach_Chayim.69.1	Tur,_Orach_Chaim.69
23b.12		תפילה וברכת כהנים	8.5			א"ח	128.1	א"ח	128	http://www.sefaria.org/Megillah.23b.12	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.8.5		sefaria.org/Shulchan_Arukh,_Orach_Chayim.128.1	sefaria.org/Tur,_Orach_Chaim.128		Megillah.23b.12	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.8.5		Shulchan_Arukh,_Orach_Chayim.128.1	Tur,_Orach_Chaim.128
23b.12		תפילה וברכת כהנים	15.9						0	http://www.sefaria.org/Megillah.23b.12	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.15.9					Megillah.23b.12	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.15.9			
23b.12		תפילה וברכת כהנים	8.5			א"ח	143.1	א"ח	143	http://www.sefaria.org/Megillah.23b.12	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.8.5		sefaria.org/Shulchan_Arukh,_Orach_Chayim.143.1	sefaria.org/Tur,_Orach_Chaim.143		Megillah.23b.12	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.8.5		Shulchan_Arukh,_Orach_Chayim.143.1	Tur,_Orach_Chaim.143
23b.12		תפילה וברכת כהנים	12.3							http://www.sefaria.org/Megillah.23b.12	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.12.3									
23b.12		תפילה וברכת כהנים	8.4						0	http://www.sefaria.org/Megillah.23b.12	sefaria.org/Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.8.4					Megillah.23b.12	Mishneh_Torah,_Prayer_and_the_Priestly_Blessing.8.4			
23b.12		אבל	12.4			י"ד	376	י"ד	376	http://www.sefaria.org/Megillah.23b.12	sefaria.org/Mishneh_Torah,_Mourning.12.4		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.376	sefaria.org/Tur,_Yoreh_Deah.376		Megillah.23b.12	Mishneh_Torah,_Mourning.12.4		Shulchan_Arukh,_Yoreh_De'ah.376	Tur,_Yoreh_Deah.376
23b.12		אבל	13.1	עשין דרבנן א	2			י"ד	376	http://www.sefaria.org/Megillah.23b.12	sefaria.org/Mishneh_Torah,_Mourning.13.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Eruvin.2		sefaria.org/Tur,_Yoreh_Deah.376		Megillah.23b.12	Mishneh_Torah,_Mourning.13.1	Sefer_Mitzvot_Gadol,_Volume_Two,_Laws_of_Eruvin.2		Tur,_Yoreh_Deah.376
23b.12		ברכות	2.10			אה"ע	62.4	אה"ע	62	http://www.sefaria.org/Megillah.23b.12	sefaria.org/Mishneh_Torah,_Blessings.2.10		sefaria.org/Shulchan_Arukh,_Even_HaEzer.62.4	sefaria.org/Tur,_Even_HaEzer.62		Megillah.23b.12	Mishneh_Torah,_Blessings.2.10		Shulchan_Arukh,_Even_HaEzer.62.4	Tur,_Even_HaEzer.62
23b.12		אישות	10.5						0	http://www.sefaria.org/Megillah.23b.12	sefaria.org/Mishneh_Torah,_Marriage.10.5					Megillah.23b.12	Mishneh_Torah,_Marriage.10.5			
