Berakhot		Rambam		SMG		ShuA		Tur		Talmud	Rambam	SMG	ShuA	Tur	Comments					
50b.41	6					א"ח	171.1	א"ח	171	http://www.sefaria.org/Berakhot.50b.41			sefaria.org/Shulchan_Arukh,_Orach_Chayim.171.1	sefaria.org/Tur,_Orach_Chaim.171		Berakhot.50b.41			Shulchan_Arukh,_Orach_Chayim.171.1	Tur,_Orach_Chaim.171
50b.43	7	ברכות	7.9	עשין	27	א"ח	171.4	א"ח	171	http://www.sefaria.org/Berakhot.50b.43	sefaria.org/Mishneh_Torah,_Blessings.7.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.171.4	sefaria.org/Tur,_Orach_Chaim.171		Berakhot.50b.43	Mishneh_Torah,_Blessings.7.9	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.171.4	Tur,_Orach_Chaim.171
50b.53	8	ברכות	8.12	עשין	27	א"ח	172.1	א"ח	172	http://www.sefaria.org/Berakhot.50b.53	sefaria.org/Mishneh_Torah,_Blessings.8.12	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.172.1	sefaria.org/Tur,_Orach_Chaim.172		Berakhot.50b.53	Mishneh_Torah,_Blessings.8.12	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.172.1	Tur,_Orach_Chaim.172
50b.53	9	ברכות	8.12			א"ח	172.2	א"ח	172	http://www.sefaria.org/Berakhot.50b.53	sefaria.org/Mishneh_Torah,_Blessings.8.12		sefaria.org/Shulchan_Arukh,_Orach_Chayim.172.2	sefaria.org/Tur,_Orach_Chaim.172		Berakhot.50b.53	Mishneh_Torah,_Blessings.8.12		Shulchan_Arukh,_Orach_Chayim.172.2	Tur,_Orach_Chaim.172
51a.10	1	ברכות	1.7	עשין	27	י"ד	288.2	י"ד	288	http://www.sefaria.org/Berakhot.51a.10	sefaria.org/Mishneh_Torah,_Blessings.1.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.288.2	sefaria.org/Tur,_Yoreh_Deah.288		Berakhot.51a.10	Mishneh_Torah,_Blessings.1.7	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Yoreh_De'ah.288.2	Tur,_Yoreh_Deah.288
51a.12	2	ברכות	4.2			א"ח	167.8	א"ח	167	http://www.sefaria.org/Berakhot.51a.12	sefaria.org/Mishneh_Torah,_Blessings.4.2		sefaria.org/Shulchan_Arukh,_Orach_Chayim.167.8	sefaria.org/Tur,_Orach_Chaim.167		Berakhot.51a.12	Mishneh_Torah,_Blessings.4.2		Shulchan_Arukh,_Orach_Chayim.167.8	Tur,_Orach_Chaim.167
51a.40	3					א"ח	4.1	א"ח	4	http://www.sefaria.org/Berakhot.51a.40			sefaria.org/Shulchan_Arukh,_Orach_Chayim.4.1	sefaria.org/Tur,_Orach_Chaim.4		Berakhot.51a.40			Shulchan_Arukh,_Orach_Chayim.4.1	Tur,_Orach_Chaim.4
51a.47	4					י"ד	359.2	י"ד	359	http://www.sefaria.org/Berakhot.51a.47			sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.359.2	sefaria.org/Tur,_Yoreh_Deah.359		Berakhot.51a.47			Shulchan_Arukh,_Yoreh_De'ah.359.2	Tur,_Yoreh_Deah.359
51a.55	5	ברכות	7.15	עשין	27	א"ח	183.1	א"ח	183	http://www.sefaria.org/Berakhot.51a.55	sefaria.org/Mishneh_Torah,_Blessings.7.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.183.1	sefaria.org/Tur,_Orach_Chaim.183		Berakhot.51a.55	Mishneh_Torah,_Blessings.7.15	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.183.1	Tur,_Orach_Chaim.183
51a.55	5					א"ח	183.2	א"ח	183	http://www.sefaria.org/Berakhot.51a.55			sefaria.org/Shulchan_Arukh,_Orach_Chayim.183.2	sefaria.org/Tur,_Orach_Chaim.183		Berakhot.51a.55			Shulchan_Arukh,_Orach_Chayim.183.2	Tur,_Orach_Chaim.183
51a.55	5					א"ח	183.3	א"ח	183	http://www.sefaria.org/Berakhot.51a.55			sefaria.org/Shulchan_Arukh,_Orach_Chayim.183.3	sefaria.org/Tur,_Orach_Chaim.183		Berakhot.51a.55			Shulchan_Arukh,_Orach_Chayim.183.3	Tur,_Orach_Chaim.183
51a.64	6	ברכות	7.15	עשין	27	א"ח	183.1	א"ח	183	http://www.sefaria.org/Berakhot.51a.64	sefaria.org/Mishneh_Torah,_Blessings.7.15	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.183.1	sefaria.org/Tur,_Orach_Chaim.183		Berakhot.51a.64	Mishneh_Torah,_Blessings.7.15	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.183.1	Tur,_Orach_Chaim.183
51a.64	6					א"ח	183.2	א"ח	183	http://www.sefaria.org/Berakhot.51a.64			sefaria.org/Shulchan_Arukh,_Orach_Chayim.183.2	sefaria.org/Tur,_Orach_Chaim.183		Berakhot.51a.64			Shulchan_Arukh,_Orach_Chayim.183.2	Tur,_Orach_Chaim.183
51a.64	6					א"ח	183.3	א"ח	183	http://www.sefaria.org/Berakhot.51a.64			sefaria.org/Shulchan_Arukh,_Orach_Chayim.183.3	sefaria.org/Tur,_Orach_Chaim.183		Berakhot.51a.64			Shulchan_Arukh,_Orach_Chayim.183.3	Tur,_Orach_Chaim.183
51a.67	7					א"ח	183.4	א"ח	183	http://www.sefaria.org/Berakhot.51a.67			sefaria.org/Shulchan_Arukh,_Orach_Chayim.183.4	sefaria.org/Tur,_Orach_Chaim.183		Berakhot.51a.67			Shulchan_Arukh,_Orach_Chayim.183.4	Tur,_Orach_Chaim.183
51b.1	1	שבת	29.7	עשין	27	א"ח	183.4	א"ח	183	http://www.sefaria.org/Berakhot.51b.1	sefaria.org/Mishneh_Torah,_Sabbath.29.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.183.4	sefaria.org/Tur,_Orach_Chaim.183		Berakhot.51b.1	Mishneh_Torah,_Sabbath.29.7	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.183.4	Tur,_Orach_Chaim.183
51b.2	2	שבת	29.7	עשין	27	א"ח	183.4	א"ח	183	http://www.sefaria.org/Berakhot.51b.2	sefaria.org/Mishneh_Torah,_Sabbath.29.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.183.4	sefaria.org/Tur,_Orach_Chaim.183		Berakhot.51b.2	Mishneh_Torah,_Sabbath.29.7	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.183.4	Tur,_Orach_Chaim.183
51b.4	3			עשין	27	א"ח	183.4	א"ח	183	http://www.sefaria.org/Berakhot.51b.4		sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.183.4	sefaria.org/Tur,_Orach_Chaim.183		Berakhot.51b.4		Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.183.4	Tur,_Orach_Chaim.183
51b.5	4			עשין	27	א"ח	183.4	א"ח	183	http://www.sefaria.org/Berakhot.51b.5		sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.183.4	sefaria.org/Tur,_Orach_Chaim.183		Berakhot.51b.5		Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.183.4	Tur,_Orach_Chaim.183
51b.21	5	ברכות	7.15			א"ח	183.6	א"ח	183	http://www.sefaria.org/Berakhot.51b.21	sefaria.org/Mishneh_Torah,_Blessings.7.15		sefaria.org/Shulchan_Arukh,_Orach_Chayim.183.6	sefaria.org/Tur,_Orach_Chaim.183		Berakhot.51b.21	Mishneh_Torah,_Blessings.7.15		Shulchan_Arukh,_Orach_Chayim.183.6	Tur,_Orach_Chaim.183
51b.31	6	ברכות	4.1	עשין	27				0	http://www.sefaria.org/Berakhot.51b.31	sefaria.org/Mishneh_Torah,_Blessings.4.1	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27				Berakhot.51b.31	Mishneh_Torah,_Blessings.4.1	Sefer_Mitzvot_Gadol,_Volume_Two.27		
51b.36	7	שבת	29.6	עשין	59	א"ח	271.10	א"ח	271	http://www.sefaria.org/Berakhot.51b.36	sefaria.org/Mishneh_Torah,_Sabbath.29.6	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.59	sefaria.org/Shulchan_Arukh,_Orach_Chayim.271.10	sefaria.org/Tur,_Orach_Chaim.271		Berakhot.51b.36	Mishneh_Torah,_Sabbath.29.6	Sefer_Mitzvot_Gadol,_Volume_Two.59	Shulchan_Arukh,_Orach_Chayim.271.10	Tur,_Orach_Chaim.271
51b.36	7	שבת	29.7						0	http://www.sefaria.org/Berakhot.51b.36	sefaria.org/Mishneh_Torah,_Sabbath.29.7					Berakhot.51b.36	Mishneh_Torah,_Sabbath.29.7			
51b.52	7.1	שבת	29.24			א"ח	298.1	א"ח	298	http://www.sefaria.org/Berakhot.51b.52	sefaria.org/Mishneh_Torah,_Sabbath.29.24		sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.1	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.51b.52	Mishneh_Torah,_Sabbath.29.24		Shulchan_Arukh,_Orach_Chayim.298.1	Tur,_Orach_Chaim.298
51b.53	8	ברכות	9.7	עשין	27	א"ח	217.2	א"ח	217	http://www.sefaria.org/Berakhot.51b.53	sefaria.org/Mishneh_Torah,_Blessings.9.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.217.2	sefaria.org/Tur,_Orach_Chaim.217		Berakhot.51b.53	Mishneh_Torah,_Blessings.9.7	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.217.2	Tur,_Orach_Chaim.217
51b.53	8	ברכות	9.8	עשין	29	א"ח	217.5	א"ח	217	http://www.sefaria.org/Berakhot.51b.53	sefaria.org/Mishneh_Torah,_Blessings.9.8	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.29	sefaria.org/Shulchan_Arukh,_Orach_Chayim.217.5	sefaria.org/Tur,_Orach_Chaim.217		Berakhot.51b.53	Mishneh_Torah,_Blessings.9.8	Sefer_Mitzvot_Gadol,_Volume_Two.29	Shulchan_Arukh,_Orach_Chayim.217.5	Tur,_Orach_Chaim.217
51b.53	8	ברכות	9.9			א"ח	217.6	א"ח	217	http://www.sefaria.org/Berakhot.51b.53	sefaria.org/Mishneh_Torah,_Blessings.9.9		sefaria.org/Shulchan_Arukh,_Orach_Chayim.217.6	sefaria.org/Tur,_Orach_Chaim.217		Berakhot.51b.53	Mishneh_Torah,_Blessings.9.9		Shulchan_Arukh,_Orach_Chayim.217.6	Tur,_Orach_Chaim.217
51b.53	8	שבת	29.25			א"ח	297.2	א"ח	297	http://www.sefaria.org/Berakhot.51b.53	sefaria.org/Mishneh_Torah,_Sabbath.29.25		sefaria.org/Shulchan_Arukh,_Orach_Chayim.297.2	sefaria.org/Tur,_Orach_Chaim.297		Berakhot.51b.53	Mishneh_Torah,_Sabbath.29.25		Shulchan_Arukh,_Orach_Chayim.297.2	Tur,_Orach_Chaim.297
51b.53	8					א"ח	298.12	א"ח	298	http://www.sefaria.org/Berakhot.51b.53			sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.12	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.51b.53			Shulchan_Arukh,_Orach_Chayim.298.12	Tur,_Orach_Chaim.298
51b.59	8.1	ברכות	2.14			א"ח	184.5	א"ח	184	http://www.sefaria.org/Berakhot.51b.59	sefaria.org/Mishneh_Torah,_Blessings.2.14		sefaria.org/Shulchan_Arukh,_Orach_Chayim.184.5	sefaria.org/Tur,_Orach_Chaim.184		Berakhot.51b.59	Mishneh_Torah,_Blessings.2.14		Shulchan_Arukh,_Orach_Chayim.184.5	Tur,_Orach_Chaim.184
51b.59	8.1	ברכות	4.1						0	http://www.sefaria.org/Berakhot.51b.59	sefaria.org/Mishneh_Torah,_Blessings.4.1					Berakhot.51b.59	Mishneh_Torah,_Blessings.4.1			
51b.62	9	ברכות	7.14			א"ח	174.3	א"ח	174	http://www.sefaria.org/Berakhot.51b.62	sefaria.org/Mishneh_Torah,_Blessings.7.14		sefaria.org/Shulchan_Arukh,_Orach_Chayim.174.3	sefaria.org/Tur,_Orach_Chaim.174		Berakhot.51b.62	Mishneh_Torah,_Blessings.7.14		Shulchan_Arukh,_Orach_Chayim.174.3	Tur,_Orach_Chaim.174
51b.63	10	ברכות	1.13	עשין	27	א"ח	215.2	א"ח	215	http://www.sefaria.org/Berakhot.51b.63	sefaria.org/Mishneh_Torah,_Blessings.1.13	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.215.2	sefaria.org/Tur,_Orach_Chaim.215		Berakhot.51b.63	Mishneh_Torah,_Blessings.1.13	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.215.2	Tur,_Orach_Chaim.215
52a.32	1	שבת	29.16			א"ח	182.3	א"ח	182	http://www.sefaria.org/Berakhot.52a.32	sefaria.org/Mishneh_Torah,_Sabbath.29.16		sefaria.org/Shulchan_Arukh,_Orach_Chayim.182.3	sefaria.org/Tur,_Orach_Chaim.182		Berakhot.52a.32	Mishneh_Torah,_Sabbath.29.16		Shulchan_Arukh,_Orach_Chayim.182.3	Tur,_Orach_Chaim.182
52a.46	2	שאר אבות הטומאות	11.2						0	http://www.sefaria.org/Berakhot.52a.46	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.11.2					Berakhot.52a.46	Mishneh_Torah,_Other_Sources_of_Defilement.11.2			
52a.46	3	שאר אבות הטומאות	7.5						0	http://www.sefaria.org/Berakhot.52a.46	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.7.5					Berakhot.52a.46	Mishneh_Torah,_Other_Sources_of_Defilement.7.5			
52a.50	4	שאר אבות הטומאות	8.1						0	http://www.sefaria.org/Berakhot.52a.50	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.8.1					Berakhot.52a.50	Mishneh_Torah,_Other_Sources_of_Defilement.8.1			
52a.54	5	שאר אבות הטומאות	7.3						0	http://www.sefaria.org/Berakhot.52a.54	sefaria.org/Mishneh_Torah,_Other_Sources_of_Defilement.7.3					Berakhot.52a.54	Mishneh_Torah,_Other_Sources_of_Defilement.7.3			
52a.54	5	כלים	13.4						0	http://www.sefaria.org/Berakhot.52a.54	sefaria.org/Mishneh_Torah,_Vessels.13.4					Berakhot.52a.54	Mishneh_Torah,_Vessels.13.4			
52b.9	1					א"ח	166	א"ח	166	http://www.sefaria.org/Berakhot.52b.9			sefaria.org/Shulchan_Arukh,_Orach_Chayim.166	sefaria.org/Tur,_Orach_Chaim.166		Berakhot.52b.9			Shulchan_Arukh,_Orach_Chayim.166	Tur,_Orach_Chaim.166
52b.37	2	ברכות	7.11	עשין	27	א"ח	180.3	א"ח	180	http://www.sefaria.org/Berakhot.52b.37	sefaria.org/Mishneh_Torah,_Blessings.7.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.180.3	sefaria.org/Tur,_Orach_Chaim.180		Berakhot.52b.37	Mishneh_Torah,_Blessings.7.11	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.180.3	Tur,_Orach_Chaim.180
52b.46	3	ברכות	7.11	עשין	27	א"ח	180.3	א"ח	180	http://www.sefaria.org/Berakhot.52b.46	sefaria.org/Mishneh_Torah,_Blessings.7.11	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.180.3	sefaria.org/Tur,_Orach_Chaim.180		Berakhot.52b.46	Mishneh_Torah,_Blessings.7.11	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.180.3	Tur,_Orach_Chaim.180
52b.64	4	שבת	29.24	עשין	29	א"ח	296.1	א"ח	296	http://www.sefaria.org/Berakhot.52b.64	sefaria.org/Mishneh_Torah,_Sabbath.29.24	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.29	sefaria.org/Shulchan_Arukh,_Orach_Chayim.296.1	sefaria.org/Tur,_Orach_Chaim.296		Berakhot.52b.64	Mishneh_Torah,_Sabbath.29.24	Sefer_Mitzvot_Gadol,_Volume_Two.29	Shulchan_Arukh,_Orach_Chayim.296.1	Tur,_Orach_Chaim.296
52b.64	4					א"ח	296.3	א"ח	296	http://www.sefaria.org/Berakhot.52b.64			sefaria.org/Shulchan_Arukh,_Orach_Chayim.296.3	sefaria.org/Tur,_Orach_Chaim.296		Berakhot.52b.64			Shulchan_Arukh,_Orach_Chayim.296.3	Tur,_Orach_Chaim.296
52b.74	5	שבת	29.24	עשין	29	א"ח	298.1	א"ח	298	http://www.sefaria.org/Berakhot.52b.74	sefaria.org/Mishneh_Torah,_Sabbath.29.24	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.29	sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.1	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.52b.74	Mishneh_Torah,_Sabbath.29.24	Sefer_Mitzvot_Gadol,_Volume_Two.29	Shulchan_Arukh,_Orach_Chayim.298.1	Tur,_Orach_Chaim.298
52b.76	6	שבת	29.24	עשין	29	א"ח	298.1	א"ח	298	http://www.sefaria.org/Berakhot.52b.76	sefaria.org/Mishneh_Torah,_Sabbath.29.24	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.29	sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.1	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.52b.76	Mishneh_Torah,_Sabbath.29.24	Sefer_Mitzvot_Gadol,_Volume_Two.29	Shulchan_Arukh,_Orach_Chayim.298.1	Tur,_Orach_Chaim.298
52b.83	7	שבת	29.25	עשין	27	א"ח	217.6	א"ח	217	http://www.sefaria.org/Berakhot.52b.83	sefaria.org/Mishneh_Torah,_Sabbath.29.25	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.217.6	sefaria.org/Tur,_Orach_Chaim.217		Berakhot.52b.83	Mishneh_Torah,_Sabbath.29.25	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.217.6	Tur,_Orach_Chaim.217
52b.83	7	ברכות	9.9	עשין	29	א"ח	297.2	א"ח	297	http://www.sefaria.org/Berakhot.52b.83	sefaria.org/Mishneh_Torah,_Blessings.9.9	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.29	sefaria.org/Shulchan_Arukh,_Orach_Chayim.297.2	sefaria.org/Tur,_Orach_Chaim.297		Berakhot.52b.83	Mishneh_Torah,_Blessings.9.9	Sefer_Mitzvot_Gadol,_Volume_Two.29	Shulchan_Arukh,_Orach_Chayim.297.2	Tur,_Orach_Chaim.297
53a.2	1	שבת	29.27			א"ח	298.5	א"ח	298	http://www.sefaria.org/Berakhot.53a.2	sefaria.org/Mishneh_Torah,_Sabbath.29.27		sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.5	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53a.2	Mishneh_Torah,_Sabbath.29.27		Shulchan_Arukh,_Orach_Chayim.298.5	Tur,_Orach_Chaim.298
53a.4	2	שבת	29.27			א"ח	298.5	א"ח	298	http://www.sefaria.org/Berakhot.53a.4	sefaria.org/Mishneh_Torah,_Sabbath.29.27		sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.5	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53a.4	Mishneh_Torah,_Sabbath.29.27		Shulchan_Arukh,_Orach_Chayim.298.5	Tur,_Orach_Chaim.298
53a.8	3	שבת	29.26			א"ח	298.6	א"ח	298	http://www.sefaria.org/Berakhot.53a.8	sefaria.org/Mishneh_Torah,_Sabbath.29.26		sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.6	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53a.8	Mishneh_Torah,_Sabbath.29.26		Shulchan_Arukh,_Orach_Chayim.298.6	Tur,_Orach_Chaim.298
53a.11	4	שבת	18.5	עשין	29				0	http://www.sefaria.org/Berakhot.53a.11	sefaria.org/Mishneh_Torah,_Sabbath.18.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.29				Berakhot.53a.11	Mishneh_Torah,_Sabbath.18.5	Sefer_Mitzvot_Gadol,_Volume_Two.29		
53a.18	5	שבת	29.26	עשין	29	א"ח	298.7	א"ח	298	http://www.sefaria.org/Berakhot.53a.18	sefaria.org/Mishneh_Torah,_Sabbath.29.26	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.29	sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.7	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53a.18	Mishneh_Torah,_Sabbath.29.26	Sefer_Mitzvot_Gadol,_Volume_Two.29	Shulchan_Arukh,_Orach_Chayim.298.7	Tur,_Orach_Chaim.298
53a.24	6					א"ח	298.7	א"ח	298	http://www.sefaria.org/Berakhot.53a.24			sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.7	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53a.24			Shulchan_Arukh,_Orach_Chayim.298.7	Tur,_Orach_Chaim.298
53a.36	7	שבת	29.26	עשין	29	א"ח	298.10	א"ח	298	http://www.sefaria.org/Berakhot.53a.36	sefaria.org/Mishneh_Torah,_Sabbath.29.26	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.29	sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.10	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53a.36	Mishneh_Torah,_Sabbath.29.26	Sefer_Mitzvot_Gadol,_Volume_Two.29	Shulchan_Arukh,_Orach_Chayim.298.10	Tur,_Orach_Chaim.298
53a.46	8	שבת	29.26			א"ח	298.11	א"ח	298	http://www.sefaria.org/Berakhot.53a.46	sefaria.org/Mishneh_Torah,_Sabbath.29.26		sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.11	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53a.46	Mishneh_Torah,_Sabbath.29.26		Shulchan_Arukh,_Orach_Chayim.298.11	Tur,_Orach_Chaim.298
53a.49	9	שבת	29.26			א"ח	298.11	א"ח	298	http://www.sefaria.org/Berakhot.53a.49	sefaria.org/Mishneh_Torah,_Sabbath.29.26		sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.11	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53a.49	Mishneh_Torah,_Sabbath.29.26		Shulchan_Arukh,_Orach_Chayim.298.11	Tur,_Orach_Chaim.298
53a.51	10					א"ח	298.11	א"ח	298	http://www.sefaria.org/Berakhot.53a.51			sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.11	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53a.51			Shulchan_Arukh,_Orach_Chayim.298.11	Tur,_Orach_Chaim.298
53a.57	20					א"ח	298.14	א"ח	298	http://www.sefaria.org/Berakhot.53a.57			sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.14	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53a.57			Shulchan_Arukh,_Orach_Chayim.298.14	Tur,_Orach_Chaim.298
53a.63	30	תלמוד תורה	4.9			י"ד	246.17	י"ד	246	http://www.sefaria.org/Berakhot.53a.63	sefaria.org/Mishneh_Torah,_Torah_Study.4.9		sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.246.17	sefaria.org/Tur,_Yoreh_Deah.246		Berakhot.53a.63	Mishneh_Torah,_Torah_Study.4.9		Shulchan_Arukh,_Yoreh_De'ah.246.17	Tur,_Yoreh_Deah.246
53a.68	40					א"ח	298.12	א"ח	298	http://www.sefaria.org/Berakhot.53a.68			sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.12	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53a.68			Shulchan_Arukh,_Orach_Chayim.298.12	Tur,_Orach_Chaim.298
53a.70	50	ברכות	9.7	עשין	27	א"ח	217.2	א"ח	217	http://www.sefaria.org/Berakhot.53a.70	sefaria.org/Mishneh_Torah,_Blessings.9.7	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.217.2	sefaria.org/Tur,_Orach_Chaim.217		Berakhot.53a.70	Mishneh_Torah,_Blessings.9.7	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.217.2	Tur,_Orach_Chaim.217
53a.70	50	ברכות	9.8			א"ח	297.2	א"ח	297	http://www.sefaria.org/Berakhot.53a.70	sefaria.org/Mishneh_Torah,_Blessings.9.8		sefaria.org/Shulchan_Arukh,_Orach_Chayim.297.2	sefaria.org/Tur,_Orach_Chaim.297		Berakhot.53a.70	Mishneh_Torah,_Blessings.9.8		Shulchan_Arukh,_Orach_Chayim.297.2	Tur,_Orach_Chaim.297
53a.72	60	ברכות	9.5	עשין	27	א"ח	217.1	א"ח	217	http://www.sefaria.org/Berakhot.53a.72	sefaria.org/Mishneh_Torah,_Blessings.9.5	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.27	sefaria.org/Shulchan_Arukh,_Orach_Chayim.217.1	sefaria.org/Tur,_Orach_Chaim.217		Berakhot.53a.72	Mishneh_Torah,_Blessings.9.5	Sefer_Mitzvot_Gadol,_Volume_Two.27	Shulchan_Arukh,_Orach_Chayim.217.1	Tur,_Orach_Chaim.217
53a.82	70	ברכות	9.8			א"ח	217.3	א"ח	217	http://www.sefaria.org/Berakhot.53a.82	sefaria.org/Mishneh_Torah,_Blessings.9.8		sefaria.org/Shulchan_Arukh,_Orach_Chayim.217.3	sefaria.org/Tur,_Orach_Chaim.217		Berakhot.53a.82	Mishneh_Torah,_Blessings.9.8		Shulchan_Arukh,_Orach_Chayim.217.3	Tur,_Orach_Chaim.217
53b.8	1					א"ח	298.15	א"ח	298	http://www.sefaria.org/Berakhot.53b.8			sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.15	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53b.8			Shulchan_Arukh,_Orach_Chayim.298.15	Tur,_Orach_Chaim.298
53b.12	2	שבת	29.26	עשין	29	א"ח	298.9	א"ח	298	http://www.sefaria.org/Berakhot.53b.12	sefaria.org/Mishneh_Torah,_Sabbath.29.26	sefaria.org/Sefer_Mitzvot_Gadol,_Volume_Two.29	sefaria.org/Shulchan_Arukh,_Orach_Chayim.298.9	sefaria.org/Tur,_Orach_Chaim.298		Berakhot.53b.12	Mishneh_Torah,_Sabbath.29.26	Sefer_Mitzvot_Gadol,_Volume_Two.29	Shulchan_Arukh,_Orach_Chayim.298.9	Tur,_Orach_Chaim.298
