masechet,בבלי,מקבילות,ספ' תנאים,מקרא,תח' ציטוט,מקום בירו'
33,,,,"איכה ג,  כט",יתן בעפר,"חג'  ב,  א )עז ע""א  (26,"
34,,,,"קהלת יב,  יד",כי את,"חג'  ב,  א )עז ע""א  (26,"
35,,,,"שמ""ב כח,  טו",ויאמ'  שמואל,"חג'  ב,  א )עז ע""א  (27,"
36,,"ב""ר 1196;  מד""ש כד ,",,,כשם שנפרעין,"חג'  ב,  א )עז ע""א  (28,"
37,,"ה 120)(;  תנ""ו ויחי ג",,,,
38,,"145)(;  תנ""ו אמור ב",,,,
39,,"449)(;  תנ""ב אמור ד",,,,
40,,-82,,,,
41,,,,"שמ""א ג,  כ",וידע כל,"חג'  ב,  א )עז ע""א  (30,"
42,"חג'  ה ע""ב",,,"עמוס ד,  יג",כי הנה,"חג'  ב,  א )עז ע""א  (31,"
43,,,,"עמוס ד,  יג",הנה יוצר,"חג'  ב,  א )עז ע""א  (33,"
44,,"אדר""נ כח נו""א  ;(86)","ת'  חג'  ב,  ה (24:381)",,התורה הזו,"חג'  ב,  א )עז ע""א  (44,"
,,,,,,
,,,,,,
,,Unnamed: 0,,"קהלת ז,  ח",טוב אחרית,"חג'  ב,  א )עז ע""ב  (27,"
0,,"דבר""ל 76;  ק""ר ז,  ח;",,,"א""ל לאדם","חג'  ב,  א )עז ע""ב  (27,"
1,,"ר""ר ו;  הש'  ב""ר 660",,,,
2,,,,"קהלת ז,  ח",טוב אחרית,"חג'  ב,  א )עז ע""ב  (29,"
3,,,,"קהלת ז,  ח",טוב אחרית,"חג'  ב,  א )עז ע""ב  (30,"
4,,,,"קהלת ז,  ח",טוב אחרית,"חג'  ב,  א )עז ע""ב  (32,"
,,,,,,
,,,,,,
,Unnamed: 0,Unnamed: 1,"ת'  כלים ב""ב ג,  ט",,איפשר לומר,"חג'  ג,  א )עח ע""ד  (28,"
0,,,(19:593),,,
1,"חג'  כב ע""ב",,,,כדרך שהנקיים,"חג'  ג,  א )עח ע""ד  (28,"
2,,,"ת'  כלים ב""מ ה,  ז",,משקה בית,"חג'  ג,  א )עח ע""ד  (32,"
3,,,(7:584),,,
4,"פס'  יז ע""א",,"ת'  כלים ב""מ ה,  ז",,משקה בית,"חג'  ג,  א )עח ע""ד  (34,"
5,,,(7:584),,,
6,"פס'  יז ע""ב",,,,הדא דת,"חג'  ג,  א )עח ע""ד  (38,"
7,,,"מ'  כלים כה,  ז",,כל הכלים,"חג'  ג,  א )עח ע""ד  (39,"
8,,,"ת'  כלים ב""ב ג,  ט",,היו ידיו,"חג'  ג,  א )עח ע""ד  (42,"
9,,,(21:593),,,
10,,,"ת'  כלים ב""ב ג,  ט",,משקין טהורי',"חג'  ג,  א )עח ע""ד  (46,"
11,,,(17:593),,,
12,,,"ת'  כלים ב""ב ג,  ט",,משקין טמאין,"חג'  ג,  א )עח ע""ד  (49,"
13,,,(16:593),,,
14,,,"ת'  כלים ב""ב ג,  י",,היו ידיו,"חג'  ג,  א )עח ע""ד  (50,"
15,,,(23:593),,,
16,,,"ת'  כלים ב""ב ג,  ט",,משקיו טמאי',"חג'  ג,  א )עח ע""ד  (53,"
17,,,(16:593),,,
18,,,"ת'  כלים ב""ב ג,  ט",,משקין טמאים,"חג'  ג,  א )עח ע""ד  (57,"
19,,,(14:593),,,
20,"חג'  כב ע""ב",,,,מפני מעשה,"חג'  ג,  א )עח ע""ד  (59,"
21,"חג'  כג ע""א",,,,עבר ונשא,"חג'  ג,  א )עח ע""ד  (60,"
22,,"הש'  חג'  עח ע""ג (23)",,,שלא עשו,"חג'  ג,  א )עח ע""ד  (63,"
23,,"הש'  חג'  עח ע""ב  ;(56)",,,במזוקק לקודש,"חג'  ג,  א )עח ע""ד  (64,"
24,,"חג'  עח ע""ד (5)",,,,
25,,"מע""ש נד ע""א 37)(;  חג'",,,אוכלי תרומה,"חג'  ג,  א )עט ע""א  (2,"
26,,"עח ע""ד 2)(;  חג'  עט",,,,
27,,"ע""ב (49)",,,,
28,"חג'  כ ע""א",,"ת'  כלים ב""ב א,  ב",,מעשה באשה,"חג'  ג,  ב )עט ע""א  (4,"
29,,,(22:590),,,
30,,,"מ'  חג'  ג,  ב",,כלים הנגמרי',"חג'  ג,  ב )עט ע""א  (7,"
31,"חג'  כ ע""א",,"ת'  כלים ב""ב א,  ב",,שוב מעשה,"חג'  ג,  ב )עט ע""א  (8,"
32,,,(26:590),,,
33,,,"מ'  חג'  ג,  ב",,כלים הנגמרין,"חג'  ג,  ב )עט ע""א  (12,"
34,"חג'  כג ע""ב","חג'  עח ע""ג (24)",,,החותך משפופרת,"חג'  ג,  ב )עט ע""א  (13,"
35,"חג'  כד ע""א",,,,אמר רבי,"חג'  ג,  ב )עט ע""א  (16,"
36,,,"מ'  עד'  ח,  א",,הוסיף רבי,"חג'  ג,  ב )עט ע""א  (17,"
37,"חג'  כג ע""ב",,,,רבי שמעון,"חג'  ג,  ב )עט ע""א  (18,"
38,,,"הש'  מ'  יומא ד,  ד",,שכמה שהוא,"חג'  ג,  ב )עט ע""א  (24,"
39,,,"מ'  תמיד ה,  ה",,נתפזר ממנו,"חג'  ג,  ב )עט ע""א  (25,"
40,,"חג'  עט ע""א (31)",,,אמר רבי,"חג'  ג,  ב )עט ע""א  (26,"
41,"מנ'  ז ע""ב",,,,קומץ מהו,"חג'  ג,  ב )עט ע""א  (28,"
42,,,"מ'  חג'  ג,  ב",,הכלי מצרף,"חג'  ג,  ב )עט ע""א  (28,"
43,,,"מ'  חג'  ג,  ב",,הכלי מצרף,"חג'  ג,  ב )עט ע""א  (29,"
,,,,,,
,,,,,,
,"חג'  כד ע""א",Unnamed: 0,Unnamed: 1,,רבי שמעון,"חג'  ג,  ב )עט ע""ב  (32,"
0,,,"מ'  ידים ג,  ב",,כל הפוסל,"חג'  ג,  ב )עט ע""ב  (35,"
1,,,"מ'  ידים ג,  ב",,שאין שני,"חג'  ג,  ב )עט ע""ב  (37,"
2,"חג'  כד ע""ב",,"ת'  חג'  ג,  יא (27:389)",,אמר רבי,"חג'  ג,  ג )עט ע""ב  (37,"
3,,,"מ'  כלים ח,  י",,היה אוכל,"חג'  ג,  ג )עט ע""ב  (39,"
4,,,"מ'  כלים ח,  י",,מגע טמא,"חג'  ג,  ג )עט ע""ב  (42,"
5,,,"מ'  חג'  ג,  ג",,אוכלין אוכלין,"חג'  ג,  ג )עט ע""ב  (46,"
6,,"מע""ש נד ע""א 37)(;  חג'",,,אוכלי תרומה,"חג'  ג,  ג )עט ע""ב  (49,"
7,,"עח ע""ד 2)(;  חג'  עט",,,,
8,,"ע""א (2)",,,,
9,,,"מ'  זב'  יב,  א",,אונן נוגע,"חג'  ג,  ג )עט ע""ב  (50,"
10,"זב'  צט ע""א",,,,תמן את,"חג'  ג,  ג )עט ע""ב  (51,"
11,,"חג'  עט ע""א",,,דאמר רבי,"חג'  ג,  ג )עט ע""ב  (53,"
12,,,"מ'  נדה י,  ז",,שבית שמאי,"חג'  ג,  ג )עט ע""ב  (55,"
13,,,"הש'  ספ'  צו ע""ד",,ואין טבול,"חג'  ג,  ג )עט ע""ב  (58,"
14,"חג'  כה ע""א",,,,חומר בתרומה,"חג'  ג,  ד )עט ע""ב  (64,"
15,,,"ת'  מנ'  ט,  ה (4:526)",,שנייה לה,"חג'  ג,  ד )עט ע""ג  (2,"
16,,"חג'  עט ע""ג (37)",,,בתרומה שנעשית,"חג'  ג,  ד )עט ע""ג  (6,"
17,,"ער'  כה ע""ד (2)",,,אמר רבי,"חג'  ג,  ד )עט ע""ג  (18,"
18,,,"מ'  עוק'  ג,  ה",,הכושת והחמס,"חג'  ג,  ד )עט ע""ג  (19,"
19,,,"מ'  פרה ה,  ג",,קרויה שהטבילוה,"חג'  ג,  ד )עט ע""ג  (24,"
20,,,"מ'  ער'  ט,  ד",,וכן מבוי,"חג'  ג,  ד )עט ע""ג  (28,"
21,,,"ת'  טה'  ט,  ז (19:670)",,גר שנתגייר,"חג'  ג,  ד )עט ע""ג  (29,"
22,,,"ת'  טה'  ט,  ו (16:670)",,עם הארץ,"חג'  ג,  ד )עט ע""ג  (33,"
23,,"חג'  עט ע""ג (6)",,,בתרומה שנעשית,"חג'  ג,  ד )עט ע""ג  (37,"
24,,"הש'  חג'  עט ע""ג (7)",,,דרבי יוסי,"חג'  ג,  ד )עט ע""ג  (39,"
25,,"הש'  חג'  עט ע""ג (6)",,,ודרבי ירמיה,"חג'  ג,  ד )עט ע""ג  (39,"
26,"חג'  כה ע""ב",,,,מאחר שהוא,"חג'  ג,  ד )עט ע""ג  (40,"
,,,,,,
,,,,,,
Bikkurim,,,,,,
Megillah,,,,,,
,,Unnamed: 0,Unnamed: 1,"דה""א ח, יב",לוד,"מג'  א, א )ע ע""א (55,"
0,,,"הש'  מ'  ערכ'  ח, ו",,וגמלה וגדור,"מג'  א, א )ע ע""א (56,"
1,,,,"דה""א ח, יב",ובני אלפעל,"מג'  א, א )ע ע""א (56,"
2,,,,"שופטים כ, מח",גם כל,"מג'  א, א )ע ע""א (59,"
3,,"שק'  מה ע""ד 41)(; שק'",,,רבי חלבו,"מג'  א, א )ע ע""א (60,"
4,,"מו ע""א 2)(; מג'  ע ע""ב",,,,
5,,"40)(; מג'  עא ע""א (19)",,,,
6,,,,"אסתר ח, יז",שמחה וששון,"מג'  א, א )ע ע""ב (4,"
,,,,,,
,,,,,,
,,,Unnamed: 0,"ויקרא ד, טז",משיח,"מג'  א, יב )עב ע""א,"
0,,,,,,(29
1,,,,"ויקרא ד, טז",כהן,"מג'  א, יב )עב ע""א,"
2,,,,,,(29
3,,,"ספ'  טז ע""ד","ויקרא ד, טז",משיח (1),"מג'  א, יב )עב ע""א,"
4,,,,,,(30
5,,,,"ויקרא ד, טז",כהן,"מג'  א, יב )עב ע""א,"
6,,,,,,(30
7,,,,"ויקרא ד, טז",משיח (2),"מג'  א, יב )עב ע""א,"
8,,,,,,(30
9,,,,"ויקרא ד, טז",משיח,"מג'  א, יב )עב ע""א,"
,,,,,,
,,,,,,
Demai,,,,,,
,,Unnamed: 0,"ת' דמאי ד, כב (55:82)",Unnamed: 1,נטלתיו והנחתי,"דמאי ג, ד )כג ע""ג (35,"
0,,"בר' יא ע""ב",,,"א""ר בא","דמאי ג, ד )כג ע""ג (39,"
1,,,"ת' תר' ד, יב (51:126)",,כותי כגוי,"דמאי ג, ד )כג ע""ג (39,"
2,,"ע""ז מא ע""ב",,,רבי ירמיה,"דמאי ג, ד )כג ע""ג (42,"
3,,"הש' שבי' לז ע""ג (50)",,,ולכל דבה,"דמאי ג, ד )כג ע""ג (43,"
4,,,"ת' דמאי ד, כב (66:83)",,בשם רבי,"דמאי ג, ד )כג ע""ג (49,"
5,,,"ת' דמאי א, יד (41:65)",,אמר רבי,"דמאי ג, ד )כג ע""ג (51,"
6,,,,"במדבר יט, יט",והזה הטהור,"דמאי ג, ד )כג ע""ג (51,"
7,,,"מ' מכ' ב, י; ת' דמאי א,",,וחכמים אומרי',"דמאי ג, ד )כג ע""ג (52,"
,,,,,,
,,,,,,
,,Unnamed: 0,"מ' גט' ו, ג",,התקבל לי,"דמאי ד, ז )כד ע""א (63,"
0,,"גט' מח ע""א  ;(33)",,,מה טעמא,"דמאי ד, ז )כד ע""ב (1,"
1,,"גט' מח ע""א (5)",,,,
2,,"הש' ב""ר 3:639; ר""",,,אחר הדלת,"דמאי ד, ז )כד ע""ב (1,"
3,,א,,,,
4,,"תר' מה ע""ב",,,ולא מודה,"דמאי ד, ז )כד ע""ב (2,"
5,,,"ת' דמאי ה, ד (18:86)",,נכנס לעיר,"דמאי ד, ח )כד ע""ב (7,"
6,,,"מ' בכ' ה, ד",,כל המומין,"דמאי ד, ח )כד ע""ב (10,"
7,,,"ת' דמאי ה, ה (22:86)",,הנכנס לעיר,"דמאי ד, ט )כד ע""ב (14,"
8,,,"מ' דמאי א, ג",,חלת עם,"דמאי ה, א )כד ע""ב (61,"
9,,,"ת' דמאי א, כח (70:67)",,רבי שמעון,"דמאי ה, א )כד ע""ב (63,"
10,,,"מ' דמאי א, ג",,הלוק' לזרע,"דמאי ה, א )כד ע""ג (1,"
11,,"חלה נח ע""ג",,,לא כן,"דמאי ה, א )כד ע""ג (2,"
12,,,"הש' מ' חלה ב, ב",,היא,"דמאי ה, א )כד ע""ג (3,"
13,,"דמאי כג ע""א ;(15)",,,דרבי יוחנן,"דמאי ה, א )כד ע""ג (4,"
14,,"דמאי כד ע""ג (60)",,,,
15,,"דמאי כב ע""ד ;(43)",,,הנאמן על,"דמאי ה, א )כד ע""ג (6,"
16,,"דמאי כב ע""ד (63)",,,,
17,,,"מ' דמאי ה, ב",,הרוצה להפריש,"דמאי ה, א )כד ע""ג (9,"
,,,,,,
,,,,,,
,Unnamed: 0,Unnamed: 1,"ת' דמאי א, ח (19:63)",,את שתיקונו,"דמאי ו, יב )כה ע""ד (39,"
0,"יב' קכב ע""א",,"ת' דמאי ה, ב (10:85)",,גוי שהיה,"דמאי ו, יב )כה ע""ד (40,"
1,,,"ת' תר' ד, יב (51:126)",,כותי כגוי,"דמאי ו, יב )כה ע""ד (44,"
2,"ער' לז ע""ב",,"ת' דמאי ח, א (2:101)",,הלוקח סתם,"דמאי ו, יג )כה ע""ד (49,"
3,,"ב""ק ז ע""א",,,רבי יודה,"דמאי ו, יג )כה ע""ד (50,"
4,"כת' צח ע""ב",,"ת' דמאי ח, ג (6:101)",,אם נתן,"דמאי ו, יג )כה ע""ד (52,"
5,,,"ת' דמאי ח, א (2:101)",,רבן שמעון,"דמאי ו, יג )כה ע""ד (55,"
,,,,,,
,,,,,,
Maaser Sheni,,,,,,
Kiddushin,,,,,,
,,Unnamed: 0,"מ' קד' ב, ח",Unnamed: 1,המקדש בחלקו,"קד' ב, ח )סג ע""א (11,"
0,,"קד' סב ע""ד (58)",,,רבי לעזר,"קד' ב, ח )סג ע""א (12,"
1,,,"מ' קד' ב, ח",,המקדש בקדשי,"קד' ב, ח )סג ע""א (18,"
2,,"מע""ש נו ע""ב","הש' ת' ערכ' ב, א",,ואשה נכנסת,"קד' ב, ח )סג ע""א (18,"
3,,,(14:544),,,
4,,,"ספ' כה ע""ד","ויקרא ה, טו",בשגגה,"קד' ב, ח )סג ע""א (27,"
5,,,"ספ' כו ע""א","ויקרא ה, טו",מקדשי,"קד' ב, ח )סג ע""א (29,"
6,,,"מ' שק' ז, ד",,בהמה שנמצא',"קד' ב, ח )סג ע""א (30,"
7,,"שק' נ ע""ד",,,ר' הושעיה,"קד' ב, ח )סג ע""א (31,"
8,,,"מ' מע""ש א, ב",,מקדשין בו,"קד' ב, ט )סג ע""א (42,"
9,,,"ת' ב""ק ז, יא (6:359)",,הגונב פטר,"קד' ב, ט )סג ע""א (45,"
10,,,"ת' ב""ק ז, יא (9:359)",,שאף על,"קד' ב, ט )סג ע""א (46,"
11,,"ע""ז מה ע""ב",,"שמות יג, יג",עריפה (1),"קד' ב, ט )סג ע""א (52,"
12,,,,"דברים כא, ד",עריפה (2),"קד' ב, ט )סג ע""א (52,"
13,,,,"שמות יג, יג",עריפתו לפדינו,"קד' ב, ט )סג ע""א (56,"
14,,"דמאי כד ע""א; פד""כ",,,"וא""ר בא","קד' ב, ט )סג ע""א (59,"
15,,"171; איכ""ר 62; תנ""ו",,,,
16,,ראה יז (645),,,,
17,,"דמאי כה ע""ב; נד' מב",,,ר' יוסי,"קד' ב, י )סג ע""א (63,"
18,,"ע""ג",,,,
19,,,,"במדבר ה, י",ואיש את,"קד' ב, י )סג ע""ב (1,"
20,,,"מ' נד' יא, ג",,קונם כהנים,"קד' ב, י )סג ע""ב (2,"
21,,,"מ' נד' יא, ג",,כהנים אילו,"קד' ב, י )סג ע""ב (3,"
22,,,"ת' דמאי ה, יח (67:90)",,האומר הילך,"קד' ב, י )סג ע""ב (4,"
23,,,"ת' דמאי ה, כ (81:91)",,הכהנים והלוים,"קד' ב, י )סג ע""ב (10,"
24,,,,"ויקרא כב, טו",ולא יחללו,"קד' ב, י )סג ע""ב (11,"
25,,,,"מיכה ג, יא",ראשיה בשוחד,"קד' ב, י )סג ע""ב (13,"
26,,,,"מיכה ג, יב",לכן בגללכם,"קד' ב, י )סג ע""ב (14,"
27,,,"מ' קד' ב, י",,המקדש בתרומות,"קד' ב, י )סג ע""ב (15,"
28,,,"ת' יב' ד, ד (18:11)",,הרי זה,"קד' ג, א )סג ע""ג (16,"
29,,,,"איוב ו, יד",למס מרעהו,"קד' ג, א )סג ע""ג (21,"
30,,,"מ' קד' ג, י",,באומר לאשה,"קד' ג, א )סג ע""ג (23,"
,,,,,,
,,,,,,
,,"גט' מג ע""ד",Unnamed: 0,Unnamed: 1,דלמא רבי,"קד' ג, ד )סד ע""א (28,"
0,,,"ת' תר' ב, ז (24:113)",,הרי זה,"קד' ג, ה )סד ע""א (40,"
1,,"נד' לח ע""א","מ' נד' ג, ה",,הרי הנטיעות,"קד' ג, ה )סד ע""א (49,"
2,,,"מ' נד' ג, ה",,אין להן,"קד' ג, ה )סד ע""א (52,"
3,,"יב' ב ע""ג; סוטה יח",,,אמ' רבי,"קד' ג, ה )סד ע""א (57,"
4,,"ע""ב",,,,
5,,,,"דברים כה, ה",לא תהיה,"קד' ג, ה )סד ע""א (58,"
6,,,"מ' קד' ג, ה",,או לאחר,"קד' ג, ה )סד ע""א (59,"
7,,,,"ישעיה מו, ו",הזלים זהב,"קד' ג, ה )סד ע""א (60,"
8,,,,"משלי ג, כא",בני אל,"קד' ג, ה )סד ע""א (60,"
9,,,,"משלי כז, יא",חכם בני,"קד' ג, ה )סד ע""א (60,"
10,,,,"משלי ט, ט",תן לחכם,"קד' ג, ה )סד ע""א (61,"
11,,,,"משלי א, ט",ישמע חכם,"קד' ג, ה )סד ע""א (61,"
12,,,"מ' קד' ג, ה",,וכן האומר,"קד' ג, ה )סד ע""ב (1,"
13,,,"מ' קד' א, ו",,כל הנעשה,"קד' ג, ו )סד ע""ב (9,"
14,,,"מ' קד' ג, ג",,על מנת,"קד' ג, ו )סד ע""ב (18,"
15,,"יב' ד ע""א",,,מהו נאמן,"קד' ג, ז )סד ע""ב (20,"
16,,,"מ' יב' ב, ט",,המביא גט,"קד' ג, ז )סד ע""ב (25,"
17,,,"מ' קד' ג, ז",,זה אומר,"קד' ג, ז )סד ע""ב (28,"
,,,,,,
,,,,,,
,,Unnamed: 0,Unnamed: 1,"עזרא ב, סא",ומבני הכהנים,"קד' ד, א )סה ע""א (60,"
0,,,,"עזרא ב, סב",אלה בקשו,"קד' ד, א )סה ע""א (60,"
1,,,,"עזרא ב, סג",ויאמ' התרשתא,"קד' ד, א )סה ע""א (61,"
2,,,,"נחמיה א, יא",ואני הייתי,"קד' ד, א )סה ע""א (62,"
3,,,,"עזרא ב, סג",אשר לא,"קד' ד, א )סה ע""א (62,"
4,,,,"ירמיה לא, כ",הציבי לך,"קד' ד, א )סה ע""א (64,"
5,,"דמאי כג ע""ג",,,מאיליהן קיבלו,"קד' ד, א )סה ע""ב (1,"
6,,,,"עזרא ב, סג",עד עמוד,"קד' ד, א )סה ע""ב (1,"
7,,,"הש' מ' סוטה ט, יב",,באותה השעה,"קד' ד, א )סה ע""ב (2,"
8,,,"ת' סוטה יג, ב (42:231)",,כאדם שהוא,"קד' ד, א )סה ע""ב (2,"
9,,,,"הש' עזרא ב, סא",בנות ברזיליי,"קד' ד, א )סה ע""ב (3,"
10,,,"ס""ב קנז (8:212)",,דרבי שמעון,"קד' ד, א )סה ע""ב (7,"
11,,"הש' קד' סד ע""ד (25)",,,מכיון שהיא,"קד' ד, א )סה ע""ב (9,"
12,,,,"הש' מל""ב יז, כה",גירי אריות,"קד' ד, א )סה ע""ב (11,"
13,,,,"הש' אסתר ח, יז",גירי מרדכי,"קד' ד, א )סה ע""ב (11,"
14,,,,"עזרא ו, כא",וכל הנבדל,"קד' ד, א )סה ע""ב (14,"
15,,,,"עזרא ב, נח",וכל הנתינים,"קד' ד, א )סה ע""ב (14,"
16,,,,"עזרא ב, נט",ואלה העולים,"קד' ד, א )סה ע""ב (15,"
17,,,,"עזרא ב, נט",כרוב,"קד' ד, א )סה ע""ב (16,"
18,,,,"עזרא ב, נט",אדון,"קד' ד, א )סה ע""ב (17,"
19,,,,"עזרא ב, נט",ואימר,"קד' ד, א )סה ע""ב (18,"
,,,,,,
,,,,,,
,,"ב""ב טז ע""ב","מ' ב""ב ח, ו",Unnamed: 0,האומר בני,"קד' ד, ז )סו ע""א (29,"
0,,,"מ' קד' ד, ח",,אפי' שניהן,"קד' ד, ז )סו ע""א (30,"
1,,,"מ' קד' ד, ח",,דר' יודה,"קד' ד, ז )סו ע""א (31,"
2,,,"ס""ד ריז (250)","דברים כא, יז",כי את,"קד' ד, ז )סו ע""א (33,"
3,,,"ת' קד' ה, ה (42:296)",,נאמן על,"קד' ד, ז )סו ע""א (38,"
4,,,"מ' טה' ג, ח",,תינוק שנמצא,"קד' ד, ח )סו ע""א (46,"
5,,,,"שמות כא, טו",ומכה אביו,"קד' ד, ח )סו ע""א (53,"
6,,"גט' מה ע""ג",,,ולית הדא,"קד' ד, ט )סו ע""א (55,"
7,,,"מ' קד' ד, ט",,וכן האשה,"קד' ד, ט )סו ע""א (57,"
8,,,"מ' קד' ד, יא",,אשה נשאתי,"קד' ד, י )סו ע""ב (1,"
9,,"שמ' ג, א (109)",,,בן יומו,"קד' ד, יא )סו ע""ב (7,"
10,,,,"דברים יג, ז",כי יסיתך,"קד' ד, יא )סו ע""ב (11,"
11,,,"ת' בר' ב, טו (48:9)",,שנים שהיו,"קד' ד, יא )סו ע""ב (15,"
12,,,"ת' קד' ה, י (53:297)",,רבי אלעזר,"קד' ד, יא )סו ע""ב (19,"
13,,,"מ' קד' ד, יא",,לא ילמד,"קד' ד, יא )סו ע""ב (23,"
14,,"סופ' טו, ז (281)",,,תני לא,"קד' ד, יא )סו ע""ב (25,"
15,,"סופ' טו, ז (281)",,,רבי שמעון,"קד' ד, יא )סו ע""ב (30,"
16,,,"ת' קד' ה, יד (65:297)",,אשרי מי,"קד' ד, יא )סו ע""ב (32,"
17,,,"ת' קד' ה, טו (66:297)",,ר' מאיר,"קד' ד, יא )סו ע""ב (33,"
18,,,"ת' קד' ה, טו (69:298)",,"ר""ש בן","קד' ד, יא )סו ע""ב (36,"
,,,,,,
,,,,,,
Rosh Hashanah,,,,,,
,Unnamed: 0,Unnamed: 1,,"חבקוק ג,  יא",שמש ירח,"ר""ה ג,  ח )נט ע""א ,"
0,,,,,,(20
1,,,,"חבקוק ג,  י",נתן תהום,"ר""ה ג,  ח )נט ע""א ,"
2,,,,,,(20
3,,"פד""כ 255;  איכ""ר 3",,,שמואל אמר,"ר""ה ג,  ח )נט ע""א ,"
4,,,,,,(21
5,,,,"דניאל ח,  יב",וצבא תינתן,"ר""ה ג,  ח )נט ע""א ,"
6,,,,,,(21
7,,,,"דניאל ח,  יב",ותשלך אמת,"ר""ה ג,  ח )נט ע""א ,"
8,,,,,,(22
9,,,,"דניאל ח,  יב",ותשלך אמת,"ר""ה ג,  ח )נט ע""א ,"
10,,,,,,(23
11,,,,"משלי כג,  כג",אמת קנה,"ר""ה ג,  ח )נט ע""א ,"
12,,,,,,(24
13,,,,"הושע ח,  ג",זנח ישראל,"ר""ה ג,  ח )נט ע""א ,"
14,,,,,,(25
15,,"ב""ר צח,  יב  ;(1262)",,,ואין טוב,"ר""ה ג,  ח )נט ע""א ,"
16,,"ב""ר צט,  י  ;(1282)",,,,(26
17,,"פד""כ טו  ;(255)",,,,
18,,"איכ""ר פת'  ב  ;(3)",,,,
19,,"מד""מ כב,  א  ;(90)",,,,
20,,"תנ""ו ויחי יא (154)",,,,
21,,,,"משלי ד,  ב",כי לקח,"ר""ה ג,  ח )נט ע""א ,"
22,,,,,,(26
23,,"ב""ר 280",,,רבי יסא,"ר""ה ג,  ט )נט ע""א ,"
24,,,,,,(27
25,,,,"בר'  ו,  יד",תיבת עצי,"ר""ה ג,  ט )נט ע""א ,"
26,,,,,,(28
27,,,,"במדבר י,  ב",שתי חצוצרות,"ר""ה ג,  ט )נט ע""א ,"
28,,,,,,(29
29,,,,"יהושע ה,  ב",חרבות צורי',"ר""ה ג,  ט )נט ע""א ,"
30,,,,,,(29
31,,,,"במדבר כא,  ח",שרף,"ר""ה ג,  ט )נט ע""א ,"
32,,,,,,(29
33,,,,"במדבר כא,  ט",ויעש משה,"ר""ה ג,  ט )נט ע""א ,"
34,,,,,,(30
35,"יומא פג ע""ב","ב""ר 409",,,מיכן היה,"ר""ה ג,  ט )נט ע""א ,"
36,,,,,,(30
37,,,,"דברים לב,  כ",כי דור,"ר""ה ג,  ט )נט ע""א ,"
38,,,,,,(32
39,,"במ""ר יט,  כג",,,רבי לוי,"ר""ה ג,  ט )נט ע""א ,"
40,,,,,,(32
41,,,,"במדבר כא,  ח",כל הנשוך,"ר""ה ג,  ט )נט ע""א ,"
42,,,,,,(33
43,,,,"במדבר כא,  ח",וראה,"ר""ה ג,  ט )נט ע""א ,"
44,,,,,,(34
45,,,,"במדבר כא,  ט",והביט,"ר""ה ג,  ט )נט ע""א ,"
,,,,,,
,,,,,,
,"ר""ה כז ע""א",,Unnamed: 0,,נתן שופר,"ר""ה ג,  ז )נט ע""א  (14,"
0,"ר""ה כז ע""א",,,,הפכו,"ר""ה ג,  ז )נט ע""א  (15,"
1,"ר""ה כז ע""א",,"הש'  ת'  ר""ה ב,  ד",,גרדו,"ר""ה ג,  ז )נט ע""א  (15,"
,,,,,,
,,,,,,
Peah,,,,,,
,Unnamed: 0,"פיאה, ח, ח )כא ע""ב ; (9,",,Unnamed: 1,מה אנן אכלין יומא דין,"פאה א, א )טז ע""א,"
0,,"הש' פס' ד, ט )לא ע""ג,",,,,(29
1,,"63( ; אס""ר, ב, ג  )ה",,,,
2,,"ע""א 23,(; שם, שם, ד )ה",,,,
3,,"ע""ב (20,",,,,
4,,"הש' ו""ר תקפט; פד""כ ד",,,אמר רבי,"פאה א, א )טז ע""א,"
5,,"56)(; מת""ה ז, ז ;(67)",,,,(32
6,,"במ""ר יט, ב )עח ע""א(;",,,,
7,,"דב""ר ה, י )קי ע""ד(; פד""א",,,,
8,,"נג; תנ""ו חוקת ד ;(558)",,,,
9,,"תנ""ב חוקת ז (106)",,,,
10,,,,"תהלים נז, ה",נפשי בתוך,"פאה א, א )טז ע""א,"
11,,,,,,(34
12,,,,"תהלים נז, ה",בני אדם,"פאה א, א )טז ע""א,"
13,,,,,,(36
14,,,,"שמ""א כג, יא",היסגרוני בעלי,"פאה א, א )טז ע""א,"
15,,,,,,(37
16,,,,"תהלים נז, ה",ולשונם חרב,"פאה א, א )טז ע""א,"
17,,,,,,(37
18,,,,"תהלים נד, ב",בבוא הזיפי',"פאה א, א )טז ע""א,"
19,,,,,,(38
20,,,,"תהלים נז, יב",רומה על,"פאה א, א )טז ע""א,"
21,,,,,,(39
22,,,,"מל""א יח, יג",הלא הוגד,"פאה א, א )טז ע""א,"
23,,,,,,(41
24,,,,"מל""א יח, כב",אני נותרתי,"פאה א, א )טז ע""א,"
25,,,,,,(44
26,"ערכ' טו ע""ב","ו""ר כו, ב )תקפט(; פד""כ ד",,,ולמה היה,"פאה א, א )טז ע""א,"
27,,"56)(; מת""ה יב, ב ;(106)",,,,(45
28,,"מת""ה נב 284)(; במ""ר",,,,
29,,"יט, ב )עח ע""ב(; דב""ר ה,",,,,
30,,"י 220)(; פד""א נג; תנ""ו",,,,
31,,"מצורע 417)(; תנ""ו חוקת",,,,
32,,"ד 558)(; תנ""ב חוקת ז",,,,
33,,-106,,,,
34,,"סוטה יז ע""ב; במ""ר כג, יג",,,אבנר למה,"פאה א, א )טז ע""א,"
