refs_before,vectors,accurated,changed
"{'JTmock Shabbat 5:1:6', 'Menachot 41b'}","{'Pesachim 101a:8', 'Shabbat 22a:7', 'Beitzah 23b:7', 'Pesachim 101a:9', 'Shabbat 46b.7', 'Shabbat 22a.6', 'Tosefta Beitzah (Lieberman) 2.18', 'Shabbat 29b.9', 'Shabbat 22a:5', 'Pesachim 101a:7'}","{('JTmock Shabbat 5:1:6', 'Menachot 41b:10-11'), ('JTmock Shabbat 5:1:6', 'Menachot 41b:6-8'), ('JTmock Shabbat 5:1:6', 'Menachot 41b:6-7'), ('JTmock Shabbat 5:1:6', 'Menachot 41b:10')}",False
"{'Beitzah 23b', 'JTmock Shabbat 5:1:6'}","{'Pesachim 101a:8', 'JTmock Beitzah 2:9:2', 'Shabbat 22a.6', 'Menachot 41b:10', 'Shabbat 29b.9', 'Shabbat 46b.7', 'Tosefta Beitzah (Lieberman) 2.18'}","{('JTmock Shabbat 5:1:6', 'Beitzah 23b:7'), ('JTmock Shabbat 5:1:6', 'Beitzah 23b:2'), ('JTmock Shabbat 5:1:6', 'Beitzah 23b:7-8')}",False
"{'Eruvin 101a', 'JTmock Shabbat 5:1:6'}",{'Tosefta Eruvin (Lieberman) 8.12'},set(),True
"{'Shabbat 113a', 'JTmock Shabbat 5:2:2'}",{'Tosefta Shabbat (Lieberman) 12.15'},set(),True
"{'JTmock Shabbat 5:2:2', 'Shabbat 154b'}",{'JTmock Eruvin 3:3:3'},set(),True
"{'JTmock Shabbat 5:2:4', 'Shabbat 54a'}","{'I Kings 9.13', 'Proverbs 7.10'}","{('JTmock Shabbat 5:2:4', 'Shabbat 54a:2'), ('JTmock Shabbat 5:2:4', 'Shabbat 54a:1')}",False
"{'Shabbat 53a', 'JTmock Shabbat 5:4:5'}",{'Tosefta Shabbat (Lieberman) 4.5'},set(),True
"{'JTmock Shabbat 5:4:9', 'Shabbat 51b'}",{'Mishnah Shabbat 5.1'},set(),True
"{'JTmock Shabbat 5:4:9', 'Shabbat 52a'}",{'Shabbat 54b.17'},set(),True
"{'Shabbat 54b', 'JTmock Shabbat 5:4:9'}","{'Mishnah Shabbat 5.4', 'Shabbat 52a:3'}","{('JTmock Shabbat 5:4:9', 'Shabbat 54b:2-4'), ('JTmock Shabbat 5:4:9', 'Shabbat 54b:17')}",False
"{'Shabbat 57a', 'JTmock Shabbat 6:1:2'}",{'Mishnah Mikvaot 9.1'},set(),True
"{'JTmock Shabbat 6:1:2', 'Shabbat 146a'}",{'Tosefta Shabbat (Lieberman) 12.15'},set(),True
"{'JTmock Shabbat 6:1:5', 'Shabbat 57b'}",{'Tosefta Shabbat (Lieberman) 4.7'},set(),True
"{'JTmock Shabbat 6:1:8', 'Shabbat 149a'}",{'Tosefta Shabbat (Lieberman) 13.16'},set(),True
"{'Shabbat 57b', 'JTmock Shabbat 6:1:9'}",{'Tosefta Shabbat (Lieberman) 4.7'},set(),True
"{'Shabbat 59b', 'JTmock Shabbat 6:1:10'}",{'Shabbat 138a:6'},set(),True
"{'Shabbat 138a', 'JTmock Shabbat 6:1:10'}",{'Shabbat 59b.2'},set(),True
"{'Shabbat 64b', 'JTmock Shabbat 6:1:11'}",{'Mishnah Shabbat 6.5'},set(),True
"{'Shabbat 60b', 'JTmock Shabbat 6:2:2'}",{'Tosefta Shabbat (Lieberman) 4.8'},set(),True
"{'JTmock Shabbat 6:2:3', 'Kohelet Rabbah 12:11'}",{'Ecclesiastes 12.11'},set(),True
"{'Shabbat 60b', 'JTmock Shabbat 6:2:3'}",{'Tosefta Shabbat (Lieberman) 4.8'},set(),True
"{'JTmock Shabbat 6:2:5', 'Shabbat 112a'}",{'Tosefta Kelim Batra 4.2'},set(),True
"{'Shabbat 12a', 'JTmock Shabbat 6:2:11'}",{'Tosefta Shabbat (Lieberman) 1.11'},set(),True
"{'JTmock Shabbat 6:2:16', 'Shevuot 15b'}","{'Psalms 91.9', 'Psalms 91.1'}",set(),True
"{'JTmock Shabbat 6:4:2', 'Shabbat 63a'}","{'Isaiah 2.4', 'Psalms 45:4'}","{('JTmock Shabbat 6:4:2', 'Shabbat 63a:13'), ('JTmock Shabbat 6:4:2', 'Shabbat 63a:9')}",False
"{'JTmock Shabbat 6:4:3', 'Shabbat 63b'}",{'Numbers 31.50'},set(),True
"{'Shabbat 64a', 'JTmock Shabbat 6:4:3'}",{'Numbers 31.50'},set(),True
"{'Shabbat 67b', 'JTmock Shabbat 6:9:4'}","{'Amos 8:14', 'Tosefta Shabbat (Lieberman) 7.2'}",set(),True
"{'Megillah 32a', 'JTmock Shabbat 6:9:6'}",{'Isaiah 30.21'},set(),True
"{'Chullin 95b', 'JTmock Shabbat 6:9:10'}",{'I Samuel 28.3'},set(),True
"{'JTmock Shabbat 6:9:15', 'Nedarim 32a'}",{'Numbers 23:23'},set(),True
"{'Midrash Tanchuma Buber, Emor 10', 'JTmock Shabbat 6:9:15'}",{'Numbers 23:23'},set(),True
"{'Shir HaShirim Rabbah 7:9', 'JTmock Shabbat 6:9:15'}",{'Daniel 3:28'},set(),True
"{'JTmock Shabbat 7:1:2', 'Shabbat 68a'}",{'Mishnah Sheviit 7.1'},set(),True
"{'JTmock Shabbat 7:1:3', 'Shabbat 68a'}",{'Mishnah Shabbat 7.1'},set(),True
"{'Keritot 16a', 'JTmock Shabbat 7:1:7'}",{'Mishnah Keritot 3.10'},set(),True
"{'JTmock Shabbat 7:1:10', 'Keritot 16a'}",{'JTmock Shabbat 7:1:7'},set(),True
"{'Shabbat 49b', 'JTmock Shabbat 7:2:2'}",{'Genesis 39:11'},set(),True
"{'Shabbat 70a', 'JTmock Shabbat 7:2:4'}","{'Exodus 35.1', 'JTmock Shabbat 7.1.4'}","{('JTmock Shabbat 7:1:8-2:5', 'Shabbat 70a:6'), ('JTmock Shabbat 7:2:4', 'Shabbat 70a:3')}",False
"{'Shabbat 70a', 'JTmock Shabbat 7:2:8'}","{'JTmock Shabbat 2:5:6', 'Exodus 35.3', 'Sanhedrin 62a:12', 'JTmock Shabbat 7.1.4', 'Leviticus 4.2'}","{('JTmock Shabbat 7:2:8', 'Shabbat 70a:6'), ('JTmock Shabbat 7:2:5-13', 'Shabbat 70a:6'), ('JTmock Shabbat 7:2:8', 'Shabbat 70a:4')}",False
"{'Sanhedrin 62a', 'JTmock Shabbat 7:2:8'}","{'Exodus 35.3', 'Shabbat 70a.6', 'Exodus 20.5', 'JTmock Shabbat 7.1.4', 'Leviticus 4.2'}","{('JTmock Shabbat 7:2:8', 'Sanhedrin 62a:13'), ('JTmock Shabbat 7:2:8', 'Sanhedrin 62a:7'), ('JTmock Shabbat 7:2:8', 'Sanhedrin 62a:9'), ('JTmock Shabbat 7:2:8', 'Sanhedrin 62a:12')}",False
"{'Sanhedrin 60b', 'JTmock Shabbat 7:2:9'}",{'Exodus 22.19'},set(),True
"{'JTmock Shabbat 7:2:9', 'Yevamot 6b'}","{'Exodus 35.3', 'Numbers 35:29'}","{('JTmock Shabbat 7:2:9', 'Yevamot 6b:4'), ('JTmock Shabbat 7:2:9', 'Yevamot 6b:10')}",False
"{'JTmock Shabbat 7:2:13', 'Yevamot 54a'}","{'Leviticus 20:19', 'Leviticus 20:18', 'Leviticus 20:21'}","{('JTmock Shabbat 7:2:13', 'Yevamot 54a:11'), ('JTmock Shabbat 7:2:13', 'Yevamot 54a:15'), ('JTmock Shabbat 7:2:13', 'Yevamot 54a:13')}",False
"{'JTmock Shabbat 7:2:13-14', 'Yevamot 55a'}","{'Leviticus 20:20', 'Leviticus 18:29', 'Leviticus 20:21'}","{('JTmock Shabbat 7:2:13', 'Yevamot 55a:20'), ('JTmock Shabbat 7:2:13', 'Yevamot 55a:16')}",False
"{'JTmock Shabbat 7:2:13-14', 'Yevamot 55a'}","{'Leviticus 18:16', 'Leviticus 20:20', 'Leviticus 20:21'}","{('JTmock Shabbat 7:2:14', 'Yevamot 55a:20'), ('JTmock Shabbat 7:2:14', 'Yevamot 55a:8')}",False
"{'Yevamot 54b', 'JTmock Shabbat 7:2:14'}","{'Leviticus 25.49', 'Leviticus 20:20', 'Leviticus 20:21'}","{('JTmock Shabbat 7:2:14', 'Yevamot 54b:7'), ('JTmock Shabbat 7:2:14', 'Yevamot 54b:22'), ('JTmock Shabbat 7:2:14', 'Yevamot 54b:23')}",False
"{'Keritot 3a', 'JTmock Shabbat 7:2:15'}","{'Exodus 30:33', 'Exodus 30:32', 'Leviticus 18:6'}","{('JTmock Shabbat 7:2:15', 'Keritot 3a:4'), ('JTmock Shabbat 7:2:15', 'Keritot 3a:3')}",False
"{'JTmock Shabbat 7:2:16', 'Moed Katan 3a'}","{'JTmock Kilayim 8.1.6', 'Leviticus 25:4'}",set(),True
"{'Sifrei Devarim 70', 'JTmock Shabbat 7:2:17'}",{'Deuteronomy 12.13'},set(),True
"{'Bava Kamma 2a', 'JTmock Shabbat 7:2:18'}","{'Mishnah Shabbat 7.2', 'Mishnah Bava Kamma 1.1'}","{('JTmock Shabbat 7:2:18-19', 'Bava Kamma 2a:6'), ('JTmock Shabbat 7:2:18', 'Bava Kamma 2a:1-4')}",False
"{'Shabbat 74a', 'JTmock Shabbat 7:2:35'}",{'Tosefta Shabbat (Lieberman) 16.9'},set(),True
"{'JTmock Shabbat 7:2:39', 'Pesachim 41a'}",{'Exodus 12.9'},set(),True
"{'Shabbat 74b', 'JTmock Shabbat 7:2:41'}",{'Bekhorot 25a.6'},set(),True
"{'Bekhorot 25a', 'JTmock Shabbat 7:2:41'}","{'Shabbat 74b:7', 'Mishnah Bekhorot 3.3'}","{('JTmock Shabbat 7:2:41', 'Bekhorot 25a:6'), ('JTmock Shabbat 7:2:41', 'Bekhorot 25a:13-14')}",False
"{'Shabbat 75a', 'JTmock Shabbat 7:2:51'}",{'Tosefta Shabbat (Lieberman) 8.2'},set(),True
"{'Pesachim 108b', 'JTmock Shabbat 8:1:5'}","{'Tosefta Pesachim (Lieberman) 10.1', 'JTmock Pesachim 10:1:8', 'Proverbs 23:31'}","{('JTmock Shabbat 8:1:5', 'Pesachim 108b:7'), ('JTmock Shabbat 8:1:5', 'Pesachim 108b:5'), ('JTmock Shabbat 8:1:2-9', 'Pesachim 108b:2')}",False
"{'Bava Batra 97b', 'JTmock Shabbat 8:1:5'}",{'Proverbs 23:31'},set(),True
"{'Kohelet Rabbah 8:1', 'JTmock Shabbat 8:1:6'}","{'Ecclesiastes 8.1', 'Pesikta Rabbati 14.1'}","{('JTmock Shabbat 8:1:6', 'Kohelet Rabbah 8:1:5'), ('JTmock Shabbat 8:1:6-8', 'Kohelet Rabbah 8:1:5')}",False
"{'Pesikta Rabbati 14', 'JTmock Shabbat 8:1:6'}","{'Kohelet Rabbah 8:1:5', 'Kohelet Rabbah 8:1:2', 'Kohelet Rabbah 8:1:3', 'Kohelet Rabbah 8:1:1', 'Kohelet Rabbah 8:1:4'}",set(),True
"{'JTmock Shabbat 8:1:10', 'Shabbat 78a'}",{'Tosefta Shabbat (Lieberman) 8.10'},set(),True
"{'JTmock Shabbat 8:2:3', 'Shabbat 78b'}",{'Tosefta Shabbat (Lieberman) 8.9'},set(),True
"{'JTmock Shabbat 8:2:3', 'Shabbat 90b'}","{'Tosefta Shabbat (Lieberman) 8.31', 'Tosefta Shabbat (Lieberman) 9.1'}",set(),True
"{'Shabbat 82b', 'JTmock Shabbat 9:1:2'}","{'Deuteronomy 7.26', 'Mishnah Avodah Zarah 3.6'}",set(),True
"{'Avodah Zarah 46a', 'JTmock Shabbat 9:1:3'}",{'Deuteronomy 7.26'},set(),True
"{'Avodah Zarah 47b', 'JTmock Shabbat 9:1:4'}","{'Isaiah 30.22', 'Mishnah Avodah Zarah 3.6', 'Mishnah Avodah Zarah 3.7'}","{('JTmock Shabbat 9:1:4', 'Avodah Zarah 47a:21-47b:3'), ('JTmock Shabbat 9:1:4', 'Avodah Zarah 47b:3'), ('JTmock Shabbat 9:1:4', 'Avodah Zarah 47b:9')}",False
"{'JTmock Shabbat 9:2:2', 'Shabbat 83b'}",{'Leviticus 11:32'},set(),True
"{'JTmock Shabbat 9:3:2', 'Shabbat 87a'}",{'Exodus 19.15'},set(),True
"{'Shabbat 86a', 'JTmock Shabbat 9:3:3'}","{'Mishnah Mikvaot 8.3', 'Tosefta Mikvaot 6:4'}",set(),True
"{'Shabbat 134b', 'JTmock Shabbat 9:3:4'}",{'Mishnah Shabbat 19.3'},set(),True
"{'Shabbat 134b', 'JTmock Shabbat 9:3:5'}",{'Genesis 34.25'},set(),True
"{'Shabbat 40b', 'JTmock Shabbat 9:3:5'}",{'Tosefta Shabbat (Lieberman) 3.7'},set(),True
"{'Shabbat 89b', 'JTmock Shabbat 9:3:7'}",{'Isaiah 1.18'},set(),True
"{'JTmock Shabbat 9:4:3', 'Niddah 32a'}","{'JTmock Maaser Sheni 2.1.8', 'Leviticus 22.15'}","{('JTmock Shabbat 9:2:3-4:3', 'Niddah 32a:8'), ('JTmock Shabbat 9:4:3', 'Niddah 32a:8')}",False
"{'Shabbat 76a', 'JTmock Shabbat 10:1:2'}",{'Shabbat 91a:3'},set(),True
"{'Shabbat 91a', 'JTmock Shabbat 10:1:2'}",{'Shabbat 76a:1'},set(),True
"{'JTmock Shabbat 10:5:2', 'Shabbat 3a'}","{'JTmock Shabbat 1:1:14', 'Leviticus 4.27'}",set(),True
"{'JTmock Shabbat 10:5:2', 'Shabbat 93a'}","{'JTmock Shabbat 1:1:14', 'Leviticus 4.27'}","{('JTmock Shabbat 10:5:2', 'Shabbat 93a:2'), ('JTmock Shabbat 10:5:2', 'Shabbat 93a:1')}",False
"{'Shabbat 95a', 'JTmock Shabbat 10:6:2'}",{'Kohelet Rabbah 7:2:2'},set(),True
"{'JTmock Shabbat 10:6:2', 'Kohelet Rabbah 7:2'}",{'Shabbat 95a:1'},set(),True
"{""Avot D'Rabbi Natan 4"", 'JTmock Shabbat 10:6:2'}","{'Shabbat 95a:6', 'Shabbat 95a:7', 'Shabbat 95a:4', 'Shabbat 95a:8', 'Shabbat 95a:3', 'Shabbat 95a:5', 'Shabbat 95a:1', 'Shabbat 95a:2'}",set(),True
"{'Shabbat 5a', 'JTmock Shabbat 11:1:3'}",{'Gittin 79a:21'},set(),True
"{'Gittin 79a', 'JTmock Shabbat 11:1:3'}",{'Shabbat 5a.7'},set(),True
"{'Shabbat 7b', 'JTmock Shabbat 11:3:2'}",{'JTmock Kilayim 6.2.5'},set(),True
"{'Shabbat 100b', 'JTmock Shabbat 11:5:4'}",{'Tosefta Shabbat (Lieberman) 10.14'},set(),True
"{'Shabbat 103b', 'JTmock Shabbat 12:3:5'}",{'Leviticus 4.2'},set(),True
"{'JTmock Shabbat 12:4:2', 'Shabbat 104b'}","{'JTmock Shabbat 13:1:4', 'Mishnah Shabbat 12.4'}","{('JTmock Shabbat 12:4:2', 'Shabbat 104b:10'), ('JTmock Shabbat 12:4:2', 'Shabbat 104b:5')}",False
"{'Bava Kamma 94a', 'JTmock Shabbat 13:3:4'}",{'Psalms 10.3'},set(),True
"{'JTmock Shabbat 13:5:2', 'Shabbat 106b'}","{'Mishnah Beitzah 3.1', 'Beitzah 24a:4', 'Mishnah Shabbat 13.5', 'Beitzah 24a:7', 'Beitzah 24a:9', 'Beitzah 24a:8', 'Beitzah 24a:6'}","{('JTmock Shabbat 13:5:2', 'Shabbat 106a:7-106b:1'), ('JTmock Shabbat 13:5:2', 'Shabbat 106b:4-6'), ('JTmock Shabbat 13:5:2', 'Shabbat 106b:7'), ('JTmock Shabbat 13:5:2', 'Shabbat 106b:1')}",False
"{'JTmock Shabbat 13:5:2', 'Beitzah 24a'}","{'Mishnah Beitzah 3.1', 'Shabbat 106b:1', 'Mishnah Shabbat 13.5', 'Shabbat 106b:4', 'Shabbat 106b:5', 'Shabbat 106b:6'}","{('JTmock Shabbat 13:5:2', 'Beitzah 24a:4'), ('JTmock Shabbat 13:5:2', 'Beitzah 24a:6-9'), ('JTmock Shabbat 13:5:2', 'Beitzah 23b:11-24a:1'), ('JTmock Shabbat 13:5:2', 'Beitzah 23b:13-24a:1')}",False
"{'JTmock Shabbat 13:6:2', 'Shabbat 3a'}","{'JTmock Shabbat 1:1:14', 'Leviticus 4.27', 'JTmock Shabbat 10.5.2'}",set(),True
"{'Shabbat 93a', 'JTmock Shabbat 13:6:2'}","{'JTmock Shabbat 1:1:14', 'Leviticus 4.27'}","{('JTmock Shabbat 13:6:2', 'Shabbat 93a:1'), ('JTmock Shabbat 13:6:2', 'Shabbat 93a:2')}",False
"{'Shabbat 106b', 'JTmock Shabbat 14:1:2'}","{'Tosefta Shabbat (Lieberman) 12.4', 'Tosefta Shabbat (Lieberman) 12.5'}",set(),True
"{'Chullin 127a', 'JTmock Shabbat 14:1:4'}","{'Psalms 49:2', 'Tosefta Kilayim (Lieberman) 5.10'}",set(),True
"{'Shabbat 140a', 'JTmock Shabbat 14:2:3'}",{'JTmock Shabbat 20.2.4'},set(),True
"{'JTmock Shabbat 14:3:4', 'Shabbat 110a'}","{'JTmock Berakhot 6:8:3', 'Mishnah Shabbat 14.3'}","{('JTmock Shabbat 14:3:4', 'Shabbat 110a:8'), ('JTmock Shabbat 14:3:4', 'Shabbat 110a:6')}",False
"{'Shabbat 109a', 'JTmock Shabbat 14:3:9'}",{'Tosefta Shabbat (Lieberman) 12.13'},set(),True
"{'JTmock Shabbat 14:3:10', 'Shabbat 134a'}","{'Tosefta Shabbat (Lieberman) 12.12', 'JTmock Berakhot 1.1.33'}",set(),True
"{'JTmock Shabbat 14:4:2', 'Shabbat 111a'}",{'Proverbs 10:26'},set(),True
"{'Shabbat 109a', 'JTmock Shabbat 14:4:5'}",{'Avodah Zarah 28a:1'},set(),True
"{'Avodah Zarah 28a', 'JTmock Shabbat 14:4:5'}",{'Shabbat 109a:6'},set(),True
"{'JTmock Shabbat 14:4:8', 'Kohelet Rabbah 10:5'}",{'Ecclesiastes 10.5'},set(),True
"{'Sanhedrin 72b', 'JTmock Shabbat 14:4:11'}",{'Mishnah Oholot 7.6'},set(),True
"{'Kohelet Rabbah 1:8', 'JTmock Shabbat 14:4:12'}","{'Leviticus 18.5', 'Tosefta Chullin 2:6', 'Avodah Zarah 27b:6'}",set(),True
"{'JTmock Shabbat 14:4:12', 'Avodah Zarah 27b'}","{'Kohelet Rabbah 1:8:3', 'Leviticus 18.5', 'Tosefta Chullin 2:6'}","{('JTmock Shabbat 14:4:12', 'Avodah Zarah 27b:10'), ('JTmock Shabbat 14:4:12', 'Avodah Zarah 27b:6')}",False
"{'Shabbat 112a', 'JTmock Shabbat 15:2:2'}",{'Tosefta Shabbat (Lieberman) 12.14'},set(),True
"{'JTmock Shabbat 15:2:3', 'Beitzah 31b'}",{'Tosefta Beitzah (Lieberman) 3.12'},set(),True
"{'Pesachim 68b', 'JTmock Shabbat 15:3:2'}","{'Beitzah 15b:14', 'Deuteronomy 16.8', 'Beitzah 15b:15'}","{('JTmock Shabbat 15:3:2', 'Pesachim 68b:9'), ('JTmock Shabbat 15:3:2', 'Pesachim 68b:7-8')}",False
"{'Beitzah 15b', 'JTmock Shabbat 15:3:2'}","{'Deuteronomy 16.8', 'Pesachim 68b:7', 'Pesachim 68b:8'}","{('JTmock Shabbat 15:3:2', 'Beitzah 15b:14-15'), ('JTmock Shabbat 15:3:2', 'Beitzah 15b:16')}",False
"{'Shabbat 115a', 'JTmock Shabbat 16:1:3'}","{'Tosefta Shabbat (Lieberman) 13.2', 'Mishnah Shabbat 16.1'}","{('JTmock Shabbat 16:1:3', 'Shabbat 115a:3'), ('JTmock Shabbat 16:1:3', 'Shabbat 115a:7')}",False
"{'JTmock Shabbat 16:1:3-4', 'Shabbat 116b'}","{'Tosefta Shabbat (Lieberman) 13.1', 'Mishnah Shabbat 16.1'}","{('JTmock Shabbat 16:1:3-4', 'Shabbat 116b:5'), ('JTmock Shabbat 16:1:3', 'Shabbat 116b:6')}",False
"{'JTmock Shabbat 16:1:3-4', 'Shabbat 116b'}",{'Tosefta Shabbat (Lieberman) 13.1'},set(),True
"{'JTmock Shabbat 16:1:5', 'Shabbat 116b'}",{'Tosefta Shabbat (Lieberman) 13.1'},set(),True
"{'JTmock Shabbat 16:1:5', 'Bava Metzia 33a'}",{'JTmock Berakhot 1:2:9'},set(),True
"{'Shabbat 115b', 'JTmock Shabbat 16:1:6'}",{'Tosefta Shabbat (Lieberman) 13.4'},set(),True
"{'JTmock Shabbat 16:1:6-7', 'Kohelet Rabbah 3:11'}",{'Bereishit Rabbah 14.6'},set(),True
"{'Shabbat 116a', 'JTmock Shabbat 16:1:9'}",{'Psalms 139.21'},set(),True
"{'JTmock Shabbat 16:3:3', 'Shabbat 117b'}",{'Tosefta Shabbat (Lieberman) 13.7'},set(),True
"{'JTmock Shabbat 16:3:5', 'Zevachim 33b'}",{'Leviticus 12:4'},set(),True
"{'Shabbat 120a', 'JTmock Shabbat 16:5:3'}",{'Tosefta Shabbat (Lieberman) 13.6'},set(),True
"{'Shabbat 121a', 'JTmock Shabbat 16:6:3'}",{'Tosefta Shabbat (Lieberman) 13.9'},set(),True
"{'Shabbat 122a', 'JTmock Shabbat 16:9:2'}",{'Tosefta Shabbat (Lieberman) 13.14'},set(),True
"{'JTmock Shabbat 17:1:3', 'Shabbat 123b'}","{'Nehemiah 13:15', 'Tosefta Shabbat (Lieberman) 14.1'}","{('JTmock Shabbat 17:1:3', 'Shabbat 123b:8'), ('JTmock Shabbat 17:1:3', 'Shabbat 123b:13')}",False
"{'JTmock Shabbat 17:1:3', 'Shabbat 123a'}",{'Tosefta Shabbat (Lieberman) 13.17'},set(),True
"{'JTmock Shabbat 17:1:6', 'Shabbat 123b'}","{'JTmock Pesachim 5:9:2', 'Mishnah Pesachim 5.9'}","{('JTmock Shabbat 17:1:6', 'Shabbat 123b:14'), ('JTmock Shabbat 17:1:6', 'Shabbat 123b:16-124a:1')}",False
"{'Shir HaShirim Rabbah 4:11', 'JTmock Shabbat 17:1:7'}",{'Devarim Rabbah 7.11'},set(),True
"{'JTmock Shabbat 17:3:2', 'Shabbat 123b'}",{'Tosefta Shabbat (Lieberman) 14.3'},set(),True
"{'JTmock Shabbat 17:3:2', 'Shabbat 126a'}",{'Tosefta Shabbat (Lieberman) 14.3'},set(),True
"{'JTmock Shabbat 17:7:2', 'Shabbat 126a'}","{'Eruvin 102a:2', 'Eruvin 102a:3', 'Eruvin 102a:4', 'Mishnah Eruvin 10.11'}","{('JTmock Shabbat 17:7:2', 'Shabbat 126a:2'), ('JTmock Shabbat 17:7:2', 'Shabbat 126a:2-3')}",False
"{'JTmock Shabbat 17:7:2', 'Eruvin 102a'}","{'Shabbat 126a.2', 'Shabbat 126a:3', 'JTmock Eruvin 10:10:3', 'Mishnah Eruvin 10.11'}","{('JTmock Shabbat 17:7:2', 'Eruvin 102a:2-3'), ('JTmock Shabbat 17:7:2', 'Eruvin 102a:2-4'), ('JTmock Shabbat 17:7:2', 'Eruvin 102a:8')}",False
"{'Shabbat 128a', 'JTmock Shabbat 18:1:8'}",{'Tosefta Shabbat (Lieberman) 14.8'},set(),True
"{'JTmock Shabbat 18:2:2', 'Shabbat 142b'}","{'Mishnah Shabbat 21.2', 'JTmock Shabbat 3.7.6'}",set(),True
"{'JTmock Shabbat 18:3:6', 'Shabbat 129b'}",{'Tosefta Shabbat (Lieberman) 15.3'},set(),True
"{'JTmock Shabbat 19:1:2', 'Shabbat 131a'}","{'Sukkah 43a:8', 'Leviticus 23.17'}","{('JTmock Shabbat 19:1:2', 'Shabbat 131a:7'), ('JTmock Shabbat 19:1:2', 'Shabbat 131a:6')}",False
"{'JTmock Shabbat 19:1:2', 'Sukkah 43a'}",{'Shabbat 131a:7'},set(),True
"{'JTmock Shabbat 19:1:3', 'Shabbat 130b'}",{'JTmock Eruvin 6:8:7'},set(),True
"{'JTmock Shabbat 19:1:8', 'Pesachim 66a'}","{'Mishnah Shabbat 19.1', 'JTmock Pesachim 6.1.3'}","{('JTmock Shabbat 19:1:8', 'Pesachim 66a:12'), ('JTmock Shabbat 19:1:8', 'Pesachim 66a:2')}",False
"{'Shir HaShirim Rabbah 4:6', 'JTmock Shabbat 19:2:2'}",{'Genesis 17:13'},set(),True
"{'JTmock Shabbat 19:2:2', 'Menachot 42a'}","{'Genesis 17:9', 'Genesis 17:13'}","{('JTmock Shabbat 19:2:2', 'Menachot 42a:19'), ('JTmock Shabbat 19:2:2', 'Menachot 42a:18')}",False
"{'JTmock Shabbat 19:2:4', 'Yevamot 72a'}",{'Tosefta Shabbat (Lieberman) 15.9'},set(),True
"{'JTmock Shabbat 19:2:4', 'Shabbat 135a'}",{'Tosefta Shabbat (Lieberman) 15.9'},set(),True
"{'Shabbat 134b', 'JTmock Shabbat 19:3:2'}","{'Genesis 34.25', 'JTmock Shabbat 9.3.4'}","{('JTmock Shabbat 19:1:7-3:3', 'Shabbat 134b:1-2'), ('JTmock Shabbat 19:3:2', 'Shabbat 134b:1')}",False
"{'Shabbat 137a', 'JTmock Shabbat 19:4:2'}",{'Pesachim 72b:1'},set(),True
"{'Pesachim 72b', 'JTmock Shabbat 19:4:2'}","{'Shabbat 137a:17', 'Mishnah Sukkah 3:14', 'Shabbat 137a:18'}","{('JTmock Shabbat 19:4:2', 'Pesachim 72b:19'), ('JTmock Shabbat 19:4:2', 'Pesachim 72a:14-72b:1')}",False
"{'Shabbat 133b', 'JTmock Shabbat 19:4:2'}",{'Tosefta Shabbat (Lieberman) 15.4'},set(),True
"{'JTmock Shabbat 19:6:2', 'Shabbat 133b'}","{'Tosefta Shabbat (Lieberman) 15.4', 'JTmock Shabbat 19:4:2'}","{('JTmock Shabbat 19:6:2', 'Shabbat 133b:11'), ('JTmock Shabbat 19:6:2-20:1:1', 'Shabbat 133b:11')}",False
"{'JTmock Shabbat 20:1:2', 'Shabbat 125b'}","{'Shabbat 137b:14', 'Shabbat 137b:13'}","{('JTmock Shabbat 20:1:2', 'Shabbat 125b:13'), ('JTmock Shabbat 20:1:2', 'Shabbat 125b:2')}",False
"{'JTmock Shabbat 20:1:2', 'Shabbat 137b'}","{'Shabbat 125b.2', 'Shabbat 125b.13'}","{('JTmock Shabbat 20:1:2', 'Shabbat 137b:14'), ('JTmock Shabbat 20:1:2', 'Shabbat 137b:13')}",False
"{'Shabbat 140a', 'JTmock Shabbat 20:2:3'}",{'JTmock Shabbat 14.2.3'},set(),True
"{'Beitzah 31b', 'JTmock Shabbat 20:5:3'}",{'Tosefta Beitzah (Lieberman) 3.12'},set(),True
"{'JTmock Shekalim 1:1:6', 'Sifrei Devarim 1'}",{'Exodus 32:3'},set(),True
"{'JTmock Shekalim 1:4:5', 'Midrash Tanchuma, Nasso 11'}",{'Exodus 30:13'},set(),True
"{'JTmock Shekalim 2:3:5', 'Midrash Tanchuma Buber, Ki Tisa 7'}","{'Genesis 37.28', 'Exodus 30:13'}",set(),True
"{'JTmock Shekalim 2:5:5', 'Pesikta Rabbati 2'}",{'Psalms 61.5'},set(),True
"{'Shir HaShirim Rabbah 7:10', 'JTmock Shekalim 2:5:5'}",{'Song of Songs 7.10'},set(),True
"{'Midrash Tanchuma, Ki Tisa 3', 'JTmock Shekalim 2:5:5'}",{'Song of Songs 7.10'},set(),True
"{'Yevamot 97a', 'JTmock Shekalim 2:5:5'}","{'Song of Songs 7.10', 'Sanhedrin 90b:11', 'Bekhorot 31b:11'}",set(),True
"{'Sanhedrin 90b', 'JTmock Shekalim 2:5:5'}","{'Song of Songs 7.10', 'Yevamot 97a:1', 'Bekhorot 31b:11'}",set(),True
